INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,
2000,53,1.7,0,0,0,10,75,15,0,0,0,,,
2000,55,2,0,0,0,2.4,51.8,45.2,.6,0,0,,,
2000,56,1.9,0,0,0,0,80,20,0,0,0,,,
2000,57,1.9,0,0,0,0,85,10,5,0,0,,,
2000,59,1.7,0,0,0,20,70,10,0,0,0,,,
2000,61,1.8,0,0,0,0,60,40,0,0,0,,,
2000,62,1.4,0,0,5,60,35,0,0,0,0,,,
2000,63,1.7,0,0,0,5,80,15,0,0,0,,,
2000,64,1.8,1,1,7,18,44,17,8,2,2,,,
2000,67,2,0,0,0,0,40,50,10,0,0,,,
2000,70,1.9,0,0,0,10,50,40,0,0,0,,,
2000,71,1.9,0,0,5,10,70,10,5,0,0,,,
2000,72,1.9,0,0,5,20,35,30,9,1,0,,,
2000,73,1.9,0,0,0,0,75,25,0,0,0,,,
2000,76,1.9,0,0,5,10,40,30,10,5,0,,,
2000,82,1.7,0,0,0,10,60,20,10,0,0,,,
2000,85,1.9,0,0,0,20,55,25,0,0,0,,,
2000,87,1.7,0,0,0,5,85,10,0,0,0,,,
2000,89,1.8,0,0,0,20,50,20,10,0,0,,,
2000,90,1.8,0,0,0,0,90,10,0,0,0,,,
2000,91,,,,,,,,,,,,,
2000,92,1.87,0,.010002,.75015003,11.23224645,40.99819964,37.75755151,8.76175235,.49009802,0,,,
2000,93,1.9,0,0,0,0,50,40,10,0,0,,,
2000,94,1.7,0,0,0,20,60,20,0,0,0,,,
2000,95,1.7,0,1.01010101,8.08080808,24.24242424,39.39393939,22.22222222,5.05050505,0,0,,,
2000,96,2,0,0,0,5,40,50,5,0,0,,,
2001,1,1.9,0,0,0,10,75,15,0,0,0,,,
2001,2,2,0,0,0,0,40,50,10,0,0,,,
2001,3,1.9,0,0,0,0,70,30,0,0,0,,,
2001,4,1.7,0,0,0,15,70,15,0,0,0,,,
2001,5,1.8,0,0,0,5,90,5,0,0,0,,,
2001,7,1.8,,,,,,,,,,,,
2001,9,1.7,0,0,0,0,80,20,0,0,0,,,
2001,10,1.7,0,0,5,40,50,5,0,0,0,,,
2001,14,1.6,0,0,0,20,80,0,0,0,0,,,
2001,15,1.9,0,0,0,10,50,35,5,0,0,,,
2001,16,1.3,0,5,10,40,30,10,4,1,0,,,
2001,17,1.8,0,15,20,40,20,5,0,0,0,,,
2001,18,1.8,0,0,7.5,20,35,25,12.5,0,0,,,
2001,19,2,0,0,0,0,50,50,0,0,0,,,
2001,20,1.8,0,0,0,0,90,10,0,0,0,,,
2001,22,1.5,1,1,8,30,35,20,3,1,1,,,
2001,23,1.8,0,0,0,10,40,40,10,0,0,,,
2001,24,1.9,0,0,0,10,45,35,10,0,0,,,
2001,26,1.8,0,0,0,10,65,20,5,0,0,,,
2001,28,1.6,0,0,5,10,70,10,5,0,0,,,
2001,31,1.8,,,,,,,,,,,,
2001,32,1.8,0,0,5,20,50,20,5,0,0,,,
2001,33,2,0,0,0,0,0,90,10,0,0,,,
2001,34,1.9,0,0,0,5,85,10,0,0,0,,,
2001,35,,,,,,,,,,,,,
2001,36,1.9,0,0,0,5,40,40,15,0,0,,,
2001,37,1.8,0,0,0,0,50,50,0,0,0,,,
2001,38,1.8,0,0,0,0,80,20,0,0,0,,,
2001,39,1.9,0,0,0,5,60,35,0,0,0,,,
2001,40,1.8,0,0,0,10,50,30,10,0,0,,,
2001,41,1.6,0,0,0,20,80,0,0,0,0,,,
2001,42,1.4,0,0,0,65,35,0,0,0,0,,,
2001,44,2.2,0,0,0,10,15,40,25,10,0,,,
2001,45,1.9,0,0,0,5,80,15,0,0,0,,,
2001,46,2.28,0,.99009901,3.96039604,10.89108911,19.8019802,25.74257426,21.78217822,11.88118812,4.95049505,,,
2001,48,1.6,0,0,0,30,60,10,0,0,0,,,
2001,53,1.6,0,0,0,20,75,5,0,0,0,,,
2001,55,2.3,.2002002,1.001001,4.2042042,11.51151151,21.52152152,27.22722723,21.92192192,9.60960961,2.8028028,,,
2001,56,1.8,0,0,0,0,70,30,0,0,0,,,
2001,57,1.7,0,0,0,30,65,5,0,0,0,,,
2001,59,1.8,0,0,0,30,50,20,0,0,0,,,
2001,61,1.4,0,0,0,40,40,20,0,0,0,,,
2001,62,1.6,0,0,0,35,60,5,0,0,0,,,
2001,63,1.5,0,0,0,25,60,15,0,0,0,,,
2001,64,2,1,1,3,15,30,30,15,3,2,,,
2001,67,2,0,0,0,0,40,50,10,0,0,,,
2001,70,2,0,0,0,5,45,45,5,0,0,,,
2001,71,1.3,0,0,10,50,30,10,0,0,0,,,
2001,72,1.8,3,5,7,15,25,20,12,8,5,,,
2001,73,2.2,0,0,0,0,30,65,5,0,0,,,
2001,76,1.9,0,0,2.5,12.5,35,25,15,7.5,2.5,,,
2001,82,1.3,0,0,25,35,25,15,0,0,0,,,
2001,85,1.6,0,0,5,15,50,20,10,0,0,,,
2001,87,1.6,0,0,0,25,70,5,0,0,0,,,
2001,89,1.7,0,0,0,20,50,20,10,0,0,,,
2001,90,1.7,0,0,0,0,95,5,0,0,0,,,
2001,91,,,,,,,,,,,,,
2001,92,1.44,0,6.88859922,15.19101574,25.76957786,26.79233932,17.08613256,6.67803068,1.59430462,0,,,
2001,93,2.1,0,0,0,0,30,50,20,0,0,,,
2001,94,1.3,0,0,20,60,20,0,0,0,0,,,
2001,95,1.7,0,0,8,26,36,23,7,0,0,,,
2001,96,1.7,0,0,0,5,55,35,5,0,0,,,
2001Mar,1,1.9,0,0,0,3,80,17,0,0,0,,,
2001Mar,2,2,0,0,0,20,40,40,0,0,0,,,
2001Mar,3,2,0,0,0,0,50,50,0,0,0,,,
2001Mar,4,1.5,0,0,0,30,50,20,0,0,0,,,
2001Mar,5,1.6,0,0,0,5,90,5,0,0,0,,,
2001Mar,7,2.1,,,,,,,,,,,,
2001Mar,9,1.7,0,0,0,0,80,20,0,0,0,,,
2001Mar,10,1.6,0,0,10,40,40,10,0,0,0,,,
2001Mar,14,1.6,0,0,0,20,80,0,0,0,0,,,
2001Mar,15,2.1,0,0,0,5,50,35,10,0,0,,,
2001Mar,16,.9,0,5,30,30,20,10,4,1,0,,,
2001Mar,17,1.9,0,15,20,40,20,5,0,0,0,,,
2001Mar,18,1.5,0,5,15,30,30,15,5,0,0,,,
2001Mar,19,2,0,0,0,0,0,100,0,0,0,,,
2001Mar,20,1.8,0,0,0,0,90,10,0,0,0,,,
2001Mar,22,1.2,1,1,20,35,30,10,1,1,1,,,
2001Mar,23,1.6,0,0,0,10,60,30,0,0,0,,,
2001Mar,24,1.7,0,0,0,10,55,35,0,0,0,,,
2001Mar,26,1.5,0,0,0,20,70,10,0,0,0,,,
2001Mar,28,,,,,,,,,,,,,
2001Mar,31,1.9,,,,,,,,,,,,
2001Mar,32,1.8,0,0,5,20,50,20,5,0,0,,,
2001Mar,33,2,0,0,0,0,0,90,10,0,0,,,
2001Mar,34,2,0,0,0,20,80,0,0,0,0,,,
2001Mar,35,2.2,0,0,0,0,20,60,20,0,0,,,
2001Mar,36,2,0,0,10,10,40,30,10,0,0,,,
2001Mar,37,1.8,0,0,0,0,50,50,0,0,0,,,
2001Mar,38,1.9,0,0,0,0,80,20,0,0,0,,,
2001Mar,39,1.8,0,0,0,10,60,30,0,0,0,,,
2001Mar,40,1.7,0,0,0,15,60,20,5,0,0,,,
2001Mar,41,1.5,0,0,0,30,70,0,0,0,0,,,
2001Mar,42,1.5,0,0,0,45,55,0,0,0,0,,,
2001Mar,44,,,,,,,,,,,,,
2001Mar,45,,,,,,,,,,,,,
2001Mar,46,2.26,0,0,0,5,24,41,25,5,0,,,
2001Mar,48,1.4,0,0,0,50,50,0,0,0,0,,,
2001Mar,53,1.5,0,0,0,30,70,0,0,0,0,,,
2001Mar,55,2,.1,1,5.5,17.9,32,30.6,11.2,1.6,.1,,,
2001Mar,56,1.8,0,0,0,0,80,20,0,0,0,,,
2001Mar,57,1.8,0,0,0,15,80,5,0,0,0,,,
2001Mar,59,1.2,0,0,9.52380952,47.61904762,38.0952381,4.76190476,0,0,0,,,
2001Mar,61,1.4,0,0,0,40,40,20,0,0,0,,,
2001Mar,62,,,,,,,,,,,,,
2001Mar,63,,,,,,,,,,,,,
2001Mar,64,1.8,1,1,7,18,44,17,8,2,2,,,
2001Mar,67,2,0,0,0,0,40,50,10,0,0,,,
2001Mar,70,1.9,0,0,0,5,45,40,10,0,0,,,
2001Mar,71,1.2,0,0,10,15,60,10,5,0,0,,,
2001Mar,72,1.7,1,3,7,15,25,20,15,10,4,,,
2001Mar,73,1.7,0,0,0,0,70,30,0,0,0,,,
2001Mar,76,1.7,0,0,5,20,40,20,10,5,0,,,
2001Mar,82,1.4,0,0,25,30,30,15,0,0,0,,,
2001Mar,85,1.6,0,0,20,25,45,10,0,0,0,,,
2001Mar,87,1.5,0,0,0,45,50,5,0,0,0,,,
2001Mar,89,1.7,0,0,0,20,50,20,10,0,0,,,
2001Mar,90,1.6,0,0,0,5,85,10,0,0,0,,,
2001Mar,91,,,,,,,,,,,,,
2001Mar,92,1.44,0,6.88859922,15.19101574,25.76957786,26.79233932,17.08613256,6.67803068,1.59430462,0,,,
2001Mar,93,,,,,,,,,,,,,
2001Mar,94,1.7,0,0,0,30,60,10,0,0,0,,,
2001Mar,95,1.5,0,3,18,29,28,16,5,1,0,,,
2001Mar,96,1.7,0,0,0,5,55,35,5,0,0,,,
2002Mar,1,1.8,0,0,0,5,80,15,0,0,0,,,
2002Mar,2,2,0,0,0,20,40,40,0,0,0,,,
2002Mar,3,1.9,0,0,0,10,50,40,0,0,0,,,
2002Mar,4,1.8,0,0,0,20,60,20,0,0,0,,,
2002Mar,5,1.8,0,0,0,5,90,5,0,0,0,,,
2002Mar,7,1.5,,,,,,,,,,,,
2002Mar,9,1.7,0,0,0,0,80,20,0,0,0,,,
2002Mar,10,1.7,0,0,5,40,50,5,0,0,0,,,
2002Mar,14,1.5,0,0,0,50,50,0,0,0,0,,,
2002Mar,15,1.9,0,0,0,10,50,35,5,0,0,,,
2002Mar,16,1.4,1,4,20,30,30,10,3,1,1,,,
2002Mar,17,1.8,0,15,20,40,20,5,0,0,0,,,
2002Mar,18,2,0,0,5,15,30,30,15,5,0,,,
2002Mar,19,1.7,0,0,0,0,50,50,0,0,0,,,
2002Mar,20,1.9,0,0,0,0,75,25,0,0,0,,,
2002Mar,22,1.7,1,2,15,25,35,15,5,1,1,,,
2002Mar,23,2.1,0,0,0,0,30,60,10,0,0,,,
2002Mar,24,1.8,0,0,0,10,45,35,10,0,0,,,
2002Mar,26,1.7,0,0,0,10,60,25,5,0,0,,,
2002Mar,28,,,,,,,,,,,,,
2002Mar,31,2,,,,,,,,,,,,
2002Mar,32,1.8,0,0,5,15,40,30,10,0,0,,,
2002Mar,33,2.2,0,0,0,0,0,80,20,0,0,,,
2002Mar,34,2.1,0,0,0,10,85,5,0,0,0,,,
2002Mar,35,,,,,,,,,,,,,
2002Mar,36,2.2,0,0,5,10,30,40,15,0,0,,,
2002Mar,37,1.8,0,0,0,0,50,50,0,0,0,,,
2002Mar,38,1.5,0,0,0,10,80,10,0,0,0,,,
2002Mar,39,1.9,0,0,0,5,55,40,0,0,0,,,
2002Mar,40,1.6,0,0,0,30,50,15,5,0,0,,,
2002Mar,41,1.5,0,0,0,35,65,0,0,0,0,,,
2002Mar,42,1.4,0,0,0,55,45,0,0,0,0,,,
2002Mar,44,,,,,,,,,,,,,
2002Mar,45,,,,,,,,,,,,,
2002Mar,46,2.27,6,5,8,11,13,13,13,11,20,,,
2002Mar,48,1.7,0,0,0,30,50,20,0,0,0,,,
2002Mar,53,1.6,0,0,0,25,75,0,0,0,0,,,
2002Mar,55,2.3,.1,.6,3.2,10.2,21,27.5,22.8,10.8,3.8,,,
2002Mar,56,1.3,0,0,0,50,40,10,0,0,0,,,
2002Mar,57,1.4,0,0,0,40,60,0,0,0,0,,,
2002Mar,59,1.7,0,0,20,30,30,20,0,0,0,,,
2002Mar,61,1.3,0,0,0,55,35,10,0,0,0,,,
2002Mar,62,,,,,,,,,,,,,
2002Mar,63,,,,,,,,,,,,,
2002Mar,64,2,1,1,3,15,30,30,15,3,2,,,
2002Mar,67,2,0,0,0,0,40,50,10,0,0,,,
2002Mar,70,1.8,0,0,0,5,60,30,5,0,0,,,
2002Mar,71,1.6,0,0,0,5,30,40,20,5,0,,,
2002Mar,72,2,5,5,8,10,17,20,15,10,10,,,
2002Mar,73,2.1,0,0,0,0,40,60,0,0,0,,,
2002Mar,76,2,0,2.5,5,15,25,30,15,5,2.5,,,
2002Mar,82,1.2,0,0,25,40,25,10,0,0,0,,,
2002Mar,85,1.8,0,5,25,30,25,15,0,0,0,,,
2002Mar,87,1.6,0,0,0,30,60,10,0,0,0,,,
2002Mar,89,1.9,0,0,0,20,50,30,0,0,0,,,
2002Mar,90,1.4,0,0,0,15,70,15,0,0,0,,,
2002Mar,91,,,,,,,,,,,,,
2002Mar,92,1.42,0,13.03113275,15.5359497,21.23516885,21.49883379,16.10384342,8.93418517,3.66088632,0,,,
2002Mar,93,,,,,,,,,,,,,
2002Mar,94,1.5,0,0,20,60,20,0,0,0,0,,,
2002Mar,95,1.8,0,2,10,21,26,22,13,4,2,,,
2002Mar,96,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T4_4,F4_5T4_9,F5_0
2000,1,3.3,0,0,0,0,0,5,35,50,10,0,0,0
2000,2,3.3,0,0,0,0,0,0,20,40,40,0,0,0
2000,3,3.5,0,0,0,0,0,0,0,50,50,0,0,0
2000,4,3.6,0,0,0,0,0,0,0,40,60,0,0,0
2000,5,3.3,0,0,0,0,0,0,25,60,15,0,0,0
2000,7,3.8,,,,,,,,,,,,
2000,9,3.4,0,0,0,0,0,0,0,60,40,0,0,0
2000,10,3.5,0,0,0,0,0,0,10,40,40,10,0,0
2000,14,3.3,0,0,0,0,0,0,0,80,20,0,0,0
2000,15,3.1,0,0,0,0,0,5,40,50,5,0,0,0
2000,16,3.25,0,0,0,0,0,5,20,50,20,5,0,0
2000,17,3,0,0,0,0,0,5,20,40,30,5,0,0
2000,18,3.3,0,0,0,0,0,5,20,45,25,5,0,0
2000,19,3.3,0,0,0,0,0,0,0,100,0,0,0,0
2000,20,3.3,0,0,0,0,0,0,20,65,15,0,0,0
2000,22,3.7,1,1,1,2,3,5,15,25,30,15,1,1
2000,23,3.3,0,0,0,0,0,0,10,60,30,0,0,0
2000,24,3.5,0,0,0,0,0,0,10,30,50,10,0,0
2000,26,3.5,0,0,0,0,0,0,10,40,40,10,0,0
2000,28,3,0,0,0,0,0,10,30,50,10,0,0,0
2000,31,3.2,0,0,0,0,0,0,21.05263158,63.15789474,15.78947368,0,0,0
2000,32,3.2,0,0,0,0,0,0,35,55,10,0,0,0
2000,33,3.2,0,0,0,0,0,0,5,90,5,0,0,0
2000,34,3.2,0,0,0,0,0,0,5,90,5,0,0,0
2000,35,3.2,0,0,0,0,0,10,25,55,10,0,0,0
2000,36,2.9,0,0,0,0,0,16.66666667,61.11111111,22.22222222,0,0,0,0
2000,37,3.2,0,0,0,0,0,0,20,80,0,0,0,0
2000,38,3.2,0,0,0,0,0,0,30,70,0,0,0,0
2000,39,3.5,0,0,0,0,0,0,3,48,47,2,0,0
2000,40,3.2,0,0,0,0,5,5,20,55,15,0,0,0
2000,41,3.1,0,0,0,0,0,0,20,80,0,0,0,0
2000,42,3.4,0,0,0,0,0,0,0,55,45,0,0,0
2000,44,2.9,0,0,5,5,5,10,20,30,20,5,0,0
2000,45,3.4,0,0,0,0,0,0,50,50,0,0,0,0
2000,46,3.63,0,0,0,0,0,1.01010101,10.1010101,29.29292929,36.36363636,19.19191919,4.04040404,0
2000,48,3.6,0,0,0,0,0,0,0,30,60,10,0,0
2000,53,3.1,0,0,0,0,0,0,5,75,20,0,0,0
2000,55,3.6,0,0,0,0,0,.2002002,6.10610611,38.73873874,48.84884885,6.10610611,0,0
2000,56,3.2,0,0,0,0,0,0,20,60,20,0,0,0
2000,57,3.5,0,0,0,0,0,0,10,80,10,0,0,0
2000,59,3.3,0,0,0,0,0,5,15,55,20,5,0,0
2000,61,3.4,0,0,0,0,0,0,30,50,20,0,0,0
2000,62,3.3,0,0,0,0,0,0,0,35,60,5,0,0
2000,63,3.5,0,0,0,0,0,0,5,80,15,0,0,0
2000,64,3,0,1,1,3,5,20,25,30,10,3,1,1
2000,67,3.1,0,0,0,0,0,0,40,50,10,0,0,0
2000,70,3.4,0,0,0,0,0,0,25,50,25,0,0,0
2000,71,3.8,0,0,0,0,0,0,10,25,60,5,0,0
2000,72,3.3,0,0,0,0,0,12,20,35,25,8,0,0
2000,73,3.9,0,0,0,0,0,0,0,20,70,10,0,0
2000,76,,0,0,0,0,0,5,10,30,40,10,5,0
2000,82,,,,,,,,,,,,,
2000,85,3.5,,,,,,,,,,,,
2000,87,3.4,0,0,0,0,0,0,0,60,40,0,0,0
2000,89,3,0,0,0,0,0,0,20,60,20,0,0,0
2000,90,3.2,0,0,0,0,0,0,5,75,20,0,0,0
2000,91,,,,,,,,,,,,,
2000,92,3.34,0,0,0,.66783109,2.90763382,8.64070687,17.58964348,24.52481249,23.4357341,15.34984075,6.88379739,0
2000,93,3.3,0,0,0,0,0,0,20,70,10,0,0,0
2000,94,3.2,0,0,0,0,0,0,40,60,0,0,0,0
2000,95,3.3,0,0,0,2,4,9,20,26,21,12,5,1
2000,96,3.5,0,0,0,0,0,0,5,60,35,0,0,0
2000Q4,1,3.2,0,0,0,0,0,5,35,50,10,0,0,0
2000Q4,2,3.2,0,0,0,0,0,0,20,50,30,0,0,0
2000Q4,3,3.2,0,0,0,0,0,0,30,50,20,0,0,0
2000Q4,4,3.5,0,0,0,0,0,0,10,30,50,10,0,0
2000Q4,5,2.5,0,0,0,0,5,20,60,15,0,0,0,0
2000Q4,7,3.9,,,,,,,,,,,,
2000Q4,9,3.3,0,0,0,0,0,0,10,80,10,0,0,0
2000Q4,10,3.6,0,0,0,0,0,5.55555556,22.22222222,44.44444444,22.22222222,5.55555556,0,0
2000Q4,14,3,0,0,0,0,0,0,40,60,0,0,0,0
2000Q4,15,2.8,0,0,0,0,0,5,45,50,0,0,0,0
2000Q4,16,3,0,0,0,0,0,5,20,50,20,5,0,0
2000Q4,17,3.5,0,0,0,0,0,5,20,40,30,5,0,0
2000Q4,18,3.4,0,0,0,0,5,10,15,35,20,10,5,0
2000Q4,19,3.2,0,0,0,0,0,0,20,80,0,0,0,0
2000Q4,20,3.3,0,0,0,0,0,0,10,70,20,0,0,0
2000Q4,22,3.7,.98039216,.98039216,1.96078431,2.94117647,3.92156863,3.92156863,19.60784314,19.60784314,29.41176471,14.70588235,.98039216,.98039216
2000Q4,23,3.2,0,0,0,0,0,0,25,50,25,0,0,0
2000Q4,24,3.6,0,0,0,0,0,0,10,25,50,15,0,0
2000Q4,26,3.7,0,0,0,0,0,0,0,25,50,25,0,0
2000Q4,28,2.6,0,0,0,0,0,25,50,25,0,0,0,0
2000Q4,31,3,,,,,,,,,,,,
2000Q4,32,3.1,0,0,0,0,0,10,40,45,5,0,0,0
2000Q4,33,3,0,0,0,0,0,0,20,80,0,0,0,0
2000Q4,34,3,0,0,0,0,0,0,10,90,0,0,0,0
2000Q4,35,3,0,0,0,0,5,15,30,35,15,0,0,0
2000Q4,36,2.9,0,0,0,0,0,10,50,40,0,0,0,0
2000Q4,37,3.1,0,0,0,0,0,0,40,60,0,0,0,0
2000Q4,38,3.2,0,0,0,0,0,0,30,70,0,0,0,0
2000Q4,39,3.6,0,0,0,0,0,0,0,35,60,5,0,0
2000Q4,40,3.2,0,0,0,0,5,5,25,45,20,0,0,0
2000Q4,41,3.2,0,0,0,0,0,0,20,70,10,0,0,0
2000Q4,42,3.3,,,,,,,,,,,,
2000Q4,44,,,,,,,,,,,,,
2000Q4,45,,,,,,,,,,,,,
2000Q4,46,3.85,0,0,0,0,0,2.02020202,9.09090909,19.19191919,27.27272727,24.24242424,13.13131313,5.05050505
2000Q4,48,3.6,0,0,0,0,0,0,0,40,40,20,0,0
2000Q4,53,2.9,0,0,0,0,0,0,60,30,10,0,0,0
2000Q4,55,3.6,0,0,0,.1,.6,4.1,14.8,29.8,33.1,14.8,2.5,.2
2000Q4,56,2.9,0,0,0,0,0,0,50,40,10,0,0,0
2000Q4,57,,0,0,0,0,0,0,0,50,50,0,0,0
2000Q4,59,3.2,0,0,0,0,0,5,20,50,20,5,0,0
2000Q4,61,3,0,0,0,0,0,0,50,40,10,0,0,0
2000Q4,62,,,,,,,,,,,,,
2000Q4,63,,,,,,,,,,,,,
2000Q4,64,3.2,0,1,1,3,5,20,25,30,10,3,1,1
2000Q4,67,3,0,0,0,0,0,0,50,50,0,0,0,0
2000Q4,70,3,0,0,0,0,0,0,25,50,25,0,0,0
2000Q4,71,4,0,0,0,0,0,0,3,7,30,50,10,0
2000Q4,72,3.1,0,0,0,0,2,10,25,30,20,10,2,1
2000Q4,73,3.9,0,0,0,0,0,0,0,15,70,15,0,0
2000Q4,76,,0,0,0,2.5,5,7.5,10,15,30,15,10,5
2000Q4,82,,,,,,,,,,,,,
2000Q4,85,3.6,0,0,0,0,0,0,20,30,40,10,0,0
2000Q4,87,3.3,0,0,0,0,0,0,20,60,20,0,0,0
2000Q4,89,2.8,0,0,0,0,0,10,60,20,10,0,0,0
2000Q4,90,3.3,0,0,0,0,0,0,5,75,20,0,0,0
2000Q4,91,,,,,,,,,,,,,
2000Q4,92,3.18,0,0,0,1.89382179,5.53658284,11.96315844,19.1244955,22.63272276,19.8282107,12.8531512,6.16785677,0
2000Q4,93,,,,,,,,,,,,,
2000Q4,94,3,0,0,0,0,0,0,50,50,0,0,0,0
2000Q4,95,3.4,0,0,1,3,5,9,16,20,18,14,9,5
2000Q4,96,3.3,0,0,0,0,0,0,10,50,35,5,0,0
2001,1,3.1,0,0,0,0,0,5,38,47,10,0,0,0
2001,2,3.1,0,0,0,0,0,0,30,40,30,0,0,0
2001,3,2.8,0,0,0,0,0,10,60,30,0,0,0,0
2001,4,3.2,0,0,0,0,0,0,10,60,30,0,0,0
2001,5,3.1,0,0,0,0,0,5,20,55,15,5,0,0
2001,7,3.5,,,,,,,,,,,,
2001,9,3.1,0,0,0,0,0,0,10,70,20,0,0,0
2001,10,3.2,0,0,0,0,0,5,20,40,30,5,0,0
2001,14,3,0,0,0,0,0,0,40,60,0,0,0,0
2001,15,2.8,0,0,0,0,0,10,45,45,0,0,0,0
2001,16,3,0,0,0,1,3,10,30,30,20,5,1,0
2001,17,3.3,0,0,0,0,0,5,20,40,30,5,0,0
2001,18,3.5,0,0,0,0,0,5,20,35,30,10,0,0
2001,19,2.8,0,0,0,0,0,0,80,20,0,0,0,0
2001,20,3.1,0,0,0,0,0,0,25,65,10,0,0,0
2001,22,3.2,5,1,1,3,7,10,20,25,20,5,2,1
2001,23,3,0,0,0,0,0,0,40,50,10,0,0,0
2001,24,3.3,0,0,0,0,0,5,20,40,30,5,0,0
2001,26,3.5,0,0,0,0,0,0,10,40,40,10,0,0
2001,28,3,0,0,0,0,0,15,30,40,15,0,0,0
2001,31,2.9,,,,,,,,,,,,
2001,32,2.8,0,0,0,0,10,25,45,20,0,0,0,0
2001,33,2.9,0,0,0,0,0,0,10,90,0,0,0,0
2001,34,3,0,0,0,0,0,0,15,85,0,0,0,0
2001,35,,,,,,,,,,,,,
2001,36,2.9,0,0,0,0,0,20,45,35,0,0,0,0
2001,37,3,0,0,0,0,0,0,50,50,0,0,0,0
2001,38,3.1,0,0,0,0,0,0,50,50,0,0,0,0
2001,39,3.2,0,0,0,0,0,0,25,55,20,0,0,0
2001,40,3,0,0,0,0,5,10,35,40,10,0,0,0
2001,41,2.9,0,0,0,0,0,0,50,50,0,0,0,0
2001,42,3,0,0,0,0,0,0,30,60,10,0,0,0
2001,44,3.1,0,0,0,5,5,5,20,35,25,5,0,0
2001,45,2.9,0,0,0,0,0,0,75,25,0,0,0,0
2001,46,3.66,0,0,1.02040816,2.04081633,5.10204082,8.16326531,12.24489796,15.30612245,16.32653061,14.28571429,11.2244898,14.28571429
2001,48,3.4,0,0,0,0,0,0,20,50,30,0,0,0
2001,53,3.3,0,0,0,0,0,0,5,70,25,0,0,0
2001,55,2.9,0,0,0,.7007007,5.40540541,19.21921922,34.03403403,28.92892893,10.11011011,1.5015015,.1001001,0
2001,56,2.8,0,0,0,0,0,0,50,40,10,0,0,0
2001,57,3.2,0,0,0,0,0,0,20,70,10,0,0,0
2001,59,3.2,0,0,0,0,5,15,30,40,10,0,0,0
2001,61,2.8,0,0,0,0,0,10,50,30,10,0,0,0
2001,62,3.2,0,0,0,0,0,0,35,60,5,0,0,0
2001,63,3,0,0,0,0,0,0,15,60,25,0,0,0
2001,64,3,0,1,1,3,5,20,30,25,10,3,1,1
