INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,
2009Dec,57,,,,,,,,,,,,,,
2009Dec,58,,,,,,,,,,,,,,
2009Dec,60,2.6,,,,20,30,30,20,,,,,,
2009Dec,61,,,,,,,,,,,,,,
2009Dec,65,.6,,,,,,,,,,,,,
2009Dec,67,,,,,,,,,,,,,,
2009Dec,68,,,,,,,,,,,,,,
2009Dec,70,1.3,,,25,55,20,,,,,,,,
2009Dec,72,.7,,,,,,,,,,,,,
2009Dec,73,,,,,,,,,,,,,,
2009Dec,82,2,,,,,20,60,20,,,,,,
2009Dec,84,,,,,,,,,,,,,,
2009Dec,85,1.4,4.0059,6.559,16.0335,23.4016,23.4016,16.0335,7.5253,2.41859999999999,.532100000000002,.0889000000000029,,,
2009Dec,88,1.1,,10,20,30,22.5,12.5,5,,,,,,
2009Dec,89,2.2,,,5,10,40,40,5,,,,,,
2009Dec,90,1.6,,,10,40,50,,,,,,,,
2009Dec,91,1.1,10,10,15,45,15,5,,,,,,,
2009Dec,93,1.9,,,,,70,30,,,,,,,
2009Dec,94,.7,12.5,15,55,10,5,2.5,,,,,,,
2009Dec,95,2,,1,9,16,22,34,15,2,1,,,,
2009Dec,96,2.2,,,,5,20,55,15,5,,,,,
2009Dec,97,1.5,0,5,10,30,40,15,,,,,,,
2009Dec,98,.8,10,15,35,30,10,,,,,,,,
2009Dec,99,2.6,,,,,,30,60,10,,,,,
2009Dec,100,1.5,,,2.5,25,50,20,2.5,,,,,,
2009Dec,101,2,,,15,25,30,30,,,,,,,
2009Dec,103,1.9,,,5,15,35,30,10,5,,,,,
2009Dec,105,1.9,,,,15,65,20,,,,,,,
2009Dec,107,2.1,.12937676385,.955697683136,4.6409980318,11.8260767634,23.9281071137,30.2175670537,17.1696840865,8.49444480257,2.24060243089,.397445270454,,,
2009Dec,108,2,,,,,78.1,20.8,1.1,,,,,,
2010,1,1.3,2,6,20,30,25,11,5,1,,,,,
2010,2,1.2,6,12,20,22,17,10,8,3,2,,,,
2010,3,1,,10,40,40,10,,,,,,,,
2010,4,1.5,,,10,40,50,,,,,,,,
2010,5,1.5,,5,10,40,40,5,,,,,,,
2010,7,.9,,,,,,,,,,,,,
2010,8,1.8,,6,8,22,30,24,10,,,,,,
2010,10,1.64075,1.43,4.17,12.21,22.1,26.05,19.99,10,3.26,.69,.1,,,
2010,11,1.45,,10,10,25,35,15,5,,,,,,
2010,14,1.2,20,20,20,30,10,,,,,,,,
2010,15,1.7,,,5,35,40,10,10,,,,,,
2010,16,2,1,5,9,10,19,25,15,10,5,1,,,
2010,18,.5,20,30,30,20,,,,,,,,,
2010,20,1.7,,5,15,30,40,10,,,,,,,
2010,22,1.7,5,10,15,20,30,15,5,,,,,,
2010,23,2.5,,,5,10,15,25,30,15,,,,,
2010,24,2,,,5,10,40,35,10,,,,,,
2010,26,1.3,5,10,20,35,30,,,,,,,,
2010,28,1.9,5,7,14,20,27,17,8,2,,,,,
2010,29,,,,40,60,,,,,,,,,
2010,32,1.4,5,12,18,24,18,12,7,3,1,,,,
2010,33,2,,,,,50,50,,,,,,,
2010,35,1.5,,,,80,20,0,,,,,,,
2010,36,1.4,,5,25,40,25,5,,,,,,,
2010,37,1,,2,28,40,20,10,,,,,,,
2010,38,1.8,,,,20,60,20,,,,,,,
2010,39,1.8,,,,20,50,25,5,,,,,,
2010,41,1.8,,,,10,70,20,,,,,,,
2010,42,1.6,,,,30,40,25,5,,,,,,
2010,47,1.7,,,5,15,20,25,25,10,,,,,
2010,48,,,,,,,,,,,,,,
2010,52,1.1,5.5,13,23,26,20,8,3,1.5,0,,,,
2010,56,1.8,,,,20,60,20,,,,,,,
2010,57,1.7,,,,,,,,,,,,,
2010,58,.7,,,,,,,,,,,,,
2010,60,2.3,,,,20,30,40,10,,,,,,
2010,61,,,,,,,,,,,,,,
2010,65,1.1,10,10,20,35,15,10,,,,,,,
2010,67,1.5,,5,15,20,35,15,5,5,,,,,
2010,68,1.2,,,40,60,,,,,,,,,
2010,70,1.1,,,45,55,,,,,,,,,
2010,72,1.5,,,,,,,,,,,,,
2010,73,,5,5,10,40,40,,,,,,,,
2010,82,1.7,,,,20,60,20,,,,,,,
2010,84,1.3,2,7,12,30,25,15,7,2,,,,,
2010,85,1.8,2.275,3.71567,9.87483,16.9704,21.5879,20.3271,14.168,7.3091,2.7905,.981500000000002,,,
2010,88,1.3,,10,20,35,25,10,,,,,,,
2010,89,1.9,,,5,10,35,35,10,5,,,,,
2010,90,1.8,,,0,20,50,30,,,,,,,
2010,91,1.5,5,10,10,20,35,15,5,,,,,,
2010,93,2.1,,,,,30,70,,,,,,,
2010,94,1.2,3,12,20,35,18,6,4,2,,,,,
2010,95,1.9,,1,7,25,35,22,8,2,,,,,
2010,96,2.3,,,,10,20,45,20,5,,,,,
2010,97,1.6,5,5,10,20,35,15,5,5,,,,,
2010,98,1,5,10,25,40,20,,,,,,,,
2010,99,2.2,,,,,20,70,10,,,,,,
2010,100,1.8,,,5,20,45,25,5,,,,,,
2010,101,2.5,1,10,10,15,25,30,9,,,,,,
2010,103,1.9,,,5,15,35,30,10,5,,,,,
2010,105,1.8,,,,10,80,10,,,,,,,
2010,107,2.2,.01822370775,.275749705022,2.29897469105,8.62174934259,23.0568605748,34.3827661324,20.1309784002,9.07294746289,1.91293793773,.228812045568,,,
2010,108,2,,,,,42,57.1,.9,,,,,,
2010Dec,1,1.6,5,8,16,18,22,17,9,5,,,,,
2010Dec,2,1.6,2,8,16,20,22,14,10,6,2,,,,
2010Dec,3,1,,,30,60,10,,,,,,,,
2010Dec,4,1.4,,,,50,50,,,,,,,,
2010Dec,5,1.7,,,15,30,50,5,,,,,,,
2010Dec,7,1,,,,,,,,,,,,,
2010Dec,8,2,1,3,5,10,21,28,17,10,5,,,,
2010Dec,10,1.9,.55,2.08,7.58,17.13,25.31,24.18,15.11,6.14,1.62,.3,,,
2010Dec,11,1.675,,5,5,20,40,20,10,,,,,,
2010Dec,14,1.5,,,,,,,,,,,,,
2010Dec,15,1.75,,,5,30,40,15,10,,,,,,
2010Dec,16,1.9,0,0,13,22,30,18,11,3,2,1,,,
2010Dec,18,1,,,,,,,,,,,,,
2010Dec,20,2,,5,10,20,30,25,10,,,,,,
2010Dec,22,1.8,,5,15,20,40,15,5,,,,,,
2010Dec,23,2.2,,,5,15,20,25,20,15,,,,,
2010Dec,24,2.2,,,,10,30,45,10,5,,,,,
2010Dec,26,1.5,5,10,15,30,40,,,,,,,,
2010Dec,28,1.8,5,7,14,20,27,17,8,2,,,,,
2010Dec,29,,,,30,40,20,10,,,,,,,
2010Dec,32,1.5,3,10,17,20,22,15,8,4,1,,,,
2010Dec,33,2,,,,10,40,40,10,,,,,,
2010Dec,35,,,,,,,,,,,,,,
2010Dec,36,1.5,,5,15,35,30,10,5,,,,,,
2010Dec,37,1.6,,,2.5,20,50,25,2.5,,,,,,
2010Dec,38,1.9,,,,20,60,20,,,,,,,
2010Dec,39,2,,,5,20,25,25,20,5,,,,,
2010Dec,41,1.9,,,,,,,,,,,,,
2010Dec,42,1.7,,,,20,40,30,10,,,,,,
2010Dec,47,1.4,5,10,15,20,20,15,10,5,,,,,
2010Dec,48,,,,,,,,,,,,,,
2010Dec,52,.8,15,18,27,21,12,6,1,,,,,,
2010Dec,56,1.6,,,,10,60,30,,,,,,,
2010Dec,57,,,,,,,,,,,,,,
2010Dec,58,,,,,,,,,,,,,,
2010Dec,60,1.9,,,10,20,30,25,15,,,,,,
2010Dec,61,,,,,,,,,,,,,,
2010Dec,65,1.6,,,,,,,,,,,,,
2010Dec,67,,,,,,,,,,,,,,
2010Dec,68,,,,,,,,,,,,,,
2010Dec,70,.8,,,55,45,,,,,,,,,
2010Dec,72,1.6,,,,,,,,,,,,,
2010Dec,73,,,,,,,,,,,,,,
2010Dec,82,1.6,,,,20,60,20,,,,,,,
2010Dec,84,,,,,,,,,,,,,,
2010Dec,85,1.8,2.275,3.71567,9.87483,16.9704,21.5879,20.3271,14.168,7.3091,2.7905,.981500000000002,,,
2010Dec,88,2.1,,2.5,7.5,15,20,22.5,17.5,10,5,,,,
2010Dec,89,1.9,,,5,10,35,35,10,5,,,,,
2010Dec,90,2.1,,,,,50,50,,,,,,,
2010Dec,91,1.7,5,10,10,20,35,10,5,5,,,,,
2010Dec,93,2.3,,,,,20,50,30,,,,,,
2010Dec,94,1.5,5,10,15,15,30,12.5,7.5,5,,,,,
2010Dec,95,1.7,,3,13,23,28,19,10,4,,,,,
2010Dec,96,,,,,,,,,,,,,,
2010Dec,97,1.7,1,4,10,20,35,15,5,5,5,,,,
2010Dec,98,1.2,,10,30,35,15,10,,,,,,,
2010Dec,99,1.8,,,5,15,60,15,5,,,,,,
2010Dec,100,2,,2.5,5,15,25,40,10,2.5,,,,,
2010Dec,101,2.4,,,15,20,25,35,5,,,,,,
2010Dec,103,1.7,,,10,20,30,25,10,5,,,,,
2010Dec,105,1.8,,,,10,60,30,,,,,,,
2010Dec,107,2.1,.170098175986,1.1122362974,4.9670554383,11.9827160694,23.48230367,29.4392757806,17.0552273904,8.805019622558,2.492345227959,.493722327397,,,
2010Dec,108,2,,,,,47.6,52.2,.2,,,,,,
2013,1,1.9,1,2,6,17,24,20,15,10,4,1,,,
2013,2,2,1,5,10,17,22,23,14,5,3,,,,
2013,3,2,,,,,30,50,20,,,,,,
2013,4,2,,,,,50,50,,,,,,,
2013,5,1.8,,,10,30,50,10,,,,,,,
2013,7,2,,,,,,,,,,,,,
2013,8,2.1,,,,5,25,33,20,10,7,,,,
2013,10,2,.38,1.55,6.12,15.07,24.16,25.25,17.18,7.62,2.2,.47,,,
2013,11,1.95,,,,5,45,45,5,,,,,,
2013,14,1.7,,,,,,,,,,,,,
2013,15,,,,5,10,45,30,5,5,,,,,
2013,16,2,5,7,9,11,16,18,13,12,8,1,,,
2013,18,2,,,,,,,,,,,,,
2013,20,2.1,,,10,20,25,25,15,5,,,,,
2013,22,1.8,,,10,15,55,15,5,,,,,,
2013,23,2,,5,10,15,20,20,15,10,5,,,,
2013,24,1.9,,,5,10,40,30,10,5,,,,,
2013,26,1.8,,5,10,25,30,25,5,,,,,,
2013,28,1.9,.5,1,3,17,28.5,26,15,5,3,1,,,
2013,29,,,,,,40,60,,,,,,,
2013,32,2,,,,,,,,,,,,,
2013,33,2,,,,20,30,30,20,,,,,,
2013,35,,,,,,,,,,,,,,
2013,36,2,,,10,15,25,30,15,5,,,,,
2013,37,2.2,,,,,20,45,30,5,,,,,
2013,38,,,,,,,,,,,,,,
2013,39,1.9,,,10,20,30,30,10,,,,,,
2013,41,2,,,,,,,,,,,,,
2013,42,1.9,,,,10,45,40,5,,,,,,
2013,47,,,,,,,,,,,,,,
2013,48,,,,,,,,,,,,,,
2013,52,,,,,,,,,,,,,,
2013,56,2,,,,,20,60,20,,,,,,
2013,57,,,,,,,,,,,,,,
2013,58,.6,,,,,,,,,,,,,
2013,60,1.9,,,,20,40,30,10,,,,,,
2013,61,,,,,,,,,,,,,,
2013,65,1.9,,,,,,,,,,,,,
2013,67,,,,,,,,,,,,,,
2013,68,1.9,,,,,50,50,,,,,,,
2013,70,1.9,,,,25,50,25,,,,,,,
2013,72,2,,,,,,,,,,,,,
2013,73,,,,,,,,,,,,,,
2013,82,,,,,15,60,25,,,,,,,
2013,84,2,,,3,10,30,35,15,4,2,1,,,
2013,85,,,,,,,,,,,,,,
2013,88,1.9,,5,7.5,17.5,30,22.5,10,5,2.5,,,,
2013,89,2,,2.5,7.5,10,30,30,10,7.5,2.5,,,,
2013,90,1.9,,,,10,50,40,,,,,,,
2013,91,2,5,5,5,10,20,35,15,5,,,,,
2013,93,2,,,,,45,45,10,,,,,,
2013,94,1.9,,7.5,10,15,25,15,12.5,10,5,,,,
2013,95,1.8,,3,10,16,24,22,16,9,,,,,
2013,96,,,,,,,,,,,,,,
2013,97,1.9,0,0,10,10,36,34,5,5,,,,,
2013,98,2.1,,5,10,30,30,15,10,,,,,,
2013,99,2,,,,10,30,50,10,,,,,,
2013,100,2,.5,2,5,10,25,30,20,5,2,.5,,,
2013,101,,,,,,,,,,,,,,
2013,103,2.1,,,5,10,30,35,15,5,,,,,
2013,105,2.1,,,,,25,50,25,,,,,,
2013,107,2,.05965920259,.6944942285,4.504751858507,13.3838322661,28.1288585906,32.3350190424,14.706094377,5.24701918313,.861248990732,.079022260441,,,
2013,108,2.3,,,,2.9,16.8,31.8,31.1,15.5,1.9,,,,
,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,
2009,1,-2,66,20,10,3,1,,,,,,,,
2009,2,-2.5,50,18,12,8,6,4,2,,,,,,
2009,3,-2,80,20,,,,,,,,,,,
2009,4,-1.3,95,5,,,,,,,,,,,
2009,5,-1.5,80,20,,,,,,,,,,,
2009,7,-2.3,,,,,,,,,,,,,
2009,8,-1.9,90,10,,,,,,,,,,,
2009,10,-1.55,71.09,13.07,9.17,4.39,1.66,.49,.11,.02,,,,,
2009,11,-1.8,65,25,10,,,,,,,,,,
2009,14,-3.2,100,,,,,,,,,,,,
2009,15,-.75,25,40,25,10,,,,,,,,,
2009,16,-2,55,25,9,5,3,2,1,,,,,,
2009,18,-.5,,,,,,,,,,,,,
2009,20,-1.7,85,10,5,,,,,,,,,,
2009,22,-1.8,65,20,10,5,,,,,,,,,
2009,23,-2.5,60,30,10,,,,,,,,,,
2009,24,-2,90,10,,,,,,,,,,,
2009,26,-3,80,15,5,,,,,,,,,,
2009,28,-1.8,75,20,3,1,1,,,,,,,,
2009,29,-2,60,30,10,,,,,,,,,,
2009,32,-2.7,60,25,8,4,2,1,,,,,,,
2009,33,-1,50,50,,,,,,,,,,,
2009,35,-1.9,100,,,,,,,,,,,,
2009,36,-2,70,20,10,,,,,,,,,,
2009,37,-2.5,98,2,,,,,,,,,,,
2009,38,-1.9,60,30,10,,,,,,,,,,
2009,39,-1.5,80,20,,,,,,,,,,,
2009,41,-1.5,70,30,,,,,,,,,,,
2009,42,-1.9,95,5,,,,,,,,,,,
2009,47,-1.2,35,30,20,10,5,,,,,,,,
2009,48,-.5,,,,,,,,,,,,,
2009,52,-2.5,99,1,,,,,,,,,,,
2009,56,-.8,20,60,20,,,,,,,,,,
2009,57,-1,,,,,,,,,,,,,
2009,58,-1.3,,,,,,,,,,,,,
2009,60,-1.1,70,30,,,,,,,,,,,
2009,61,,20,40,25,15,,,,,,,,,
2009,65,-2,70,20,10,,,,,,,,,,
2009,67,-1.5,35,30,25,10,,,,,,,,,
2009,68,-.8,50,50,,,,,,,,,,,
2009,70,-2.2,100,,,,,,,,,,,,
2009,72,-2,,,,,,,,,,,,,
2009,73,,5,60,25,5,5,,,,,,,,
2009,82,-2,80,20,,,,,,,,,,,
2009,84,-2,60,25,10,4,1,,,,,,,,
2009,85,-1.1,57.9262,26.2083,13.5905,2.14000000000001,.131799999999993,.0032000000000032,,,,,,,
2009,88,-1.9,40,30,20,10,,,,,,,,,
2009,89,-.7,35,40,25,,,,,,,,,,
2009,90,-1.7,90,10,,,,,,,,,,,
2009,91,-1.4,85,10,5,,,,,,,,,,
2009,93,-1,35,65,,,,,,,,,,,
2009,94,-2.6,65,17.5,10,5,2.5,,,,,,,,
2009,95,-2,91,7,2,,,,,,,,,,
2009,96,-2,95,5,,,,,,,,,,,
2009,97,-2.6,60,15,10,10,5,,,,,,,,
2009,98,-1.7,65,25,10,,,,,,,,,,
2009,99,-1.5,80,15,5,,,,,,,,,,
2009,100,-2,85,10,4,1,,,,,,,,,
2009,101,-1.2,50,40,10,,,,,,,,,,
2009,103,-1.4,70,20,10,,,,,,,,,,
2009,105,-1.6,75,20,5,,,,,,,,,,
2009,107,-.455878890642,15.52,28.06,31.96,18.32,5.28,.76,.1,0,0,0,0,0,
2009,108,-1.7,95,3.2,1.8,,,,,,,,,,
2009Q3,1,-2.3,60,18,12,5,2,1,1,1,,,,,
2009Q3,2,-2.5,50,18,12,8,6,4,2,,,,,,
2009Q3,3,-.5,,60,40,,,,,,,,,,
2009Q3,4,-1.5,95,5,,,,,,,,,,,
2009Q3,5,-2,80,20,,,,,,,,,,,
2009Q3,7,-2.7,,,,,,,,,,,,,
2009Q3,8,-2.1,90,10,,,,,,,,,,,
2009Q3,10,-1.95,83.05,8.89,5.2,2.04,.63,.15,.03,.01,,,,,
2009Q3,11,-.215,70,25,5,,,,,,,,,,
2009Q3,14,-3.8,,,,,,,,,,,,,
2009Q3,15,-.25,5,10,45,20,20,,,,,,,,
2009Q3,16,-2.3,60,23,7,4,3,2,1,,,,,,
2009Q3,18,-.5,,,,,,,,,,,,,
2009Q3,20,-1.9,85,10,5,,,,,,,,,,
2009Q3,22,-2,70,20,10,,,,,,,,,,
2009Q3,23,-2.9,75,20,5,,,,,,,,,,
2009Q3,24,-2.5,90,10,,,,,,,,,,,
2009Q3,26,-3.5,80,15,5,,,,,,,,,,
2009Q3,28,-2,75,20,3,1,1,,,,,,,,
2009Q3,29,.1,,10,30,40,20,,,,,,,,
2009Q3,32,-3.1,70,18,7,3,1,1,,,,,,,
2009Q3,33,0,,10,40,40,10,,,,,,,,
2009Q3,35,,,,,,,,,,,,,,
2009Q3,36,-.8,10,40,35,15,,,,,,,,,
2009Q3,37,-2.7,99,1,,,,,,,,,,,
2009Q3,38,-2.3,60,30,10,,,,,,,,,,
2009Q3,39,-1.8,85,15,,,,,,,,,,,
2009Q3,41,-1.6,,,,,,,,,,,,,
2009Q3,42,-2.1,80,20,,,,,,,,,,,
2009Q3,47,-1.1,20,30,20,15,10,5,,,,,,,
2009Q3,48,-.4,,,,,,,,,,,,,
2009Q3,52,-2.9,100,,,,,,,,,,,,
2009Q3,56,-.8,20,60,20,,,,,,,,,,
2009Q3,57,,,,,,,,,,,,,,
2009Q3,58,,,,,,,,,,,,,,
2009Q3,60,-1.2,70,30,,,,,,,,,,,
2009Q3,61,,,,,,,,,,,,,,
2009Q3,65,-2.5,,,,,,,,,,,,,
2009Q3,67,,,,,,,,,,,,,,
2009Q3,68,-.8,,,,,,,,,,,,,
2009Q3,70,-2.6,100,,,,,,,,,,,,
2009Q3,72,-2.3,,,,,,,,,,,,,
2009Q3,73,,,,,,,,,,,,,,
2009Q3,82,-2.3,80,20,,,,,,,,,,,
2009Q3,84,,,,,,,,,,,,,,
2009Q3,85,-1.3,72.5748,19.3496,7.2558,.786100000000001,.0331999999999999,.000500000000003276,,,,,,,
2009Q3,88,-2.2,40,30,20,10,,,,,,,,,
2009Q3,89,-.5,10,40,40,10,,,,,,,,,
2009Q3,90,-1.9,90,10,,,,,,,,,,,
2009Q3,91,-1.6,95,5,,,,,,,,,,,
2009Q3,93,-1.2,60,40,,,,,,,,,,,
2009Q3,94,-3.1,80,10,7,3,,,,,,,,,
2009Q3,95,-2.3,86,7,4,2,0,1,,,,,,,
2009Q3,96,-2.4,95,5,,,,,,,,,,,
2009Q3,97,-2.9,80,10,10,,,,,,,,,,
2009Q3,98,-2,70,20,10,,,,,,,,,,
2009Q3,99,-1.7,80,15,5,,,,,,,,,,
2009Q3,100,-2.3,95,4,1,,,,,,,,,,
2009Q3,101,0,,25,30,40,5,,,,,,,,
2009Q3,103,-1.5,70,20,10,,,,,,,,,,
2009Q3,105,-1.84,70,20,10,,,,,,,,,,
2009Q3,107,-.475331578486,22.22,23.82,25.38,17.66,8.02,2.38,.46,.06,0,0,0,0,
2009Q3,108,-1.6,96.4,3.6,,,,,,,,,,,
2010,1,.5,2,7,20,25,25,20,1,,,,,,
2010,2,-1,36,18,14,8,7,6,5,4,2,,,,
2010,3,-.2,20,50,20,10,,,,,,,,,
2010,4,1,,,,10,40,50,,,,,,,
2010,5,.5,,,10,30,50,10,,,,,,,
2010,7,.6,,,,,,,,,,,,,
2010,8,.8,,5,10,25,35,20,5,,,,,,
2010,10,.4,8.16,8.97,15.54,19.28,18.9,14.44,8.64,4.05,1.48,.42,.1,.02,
2010,11,.708,1,4,10,15,30,30,10,,,,,,
2010,14,-.4,20,20,20,20,10,10,,,,,,,
2010,15,1.25,,,5,10,20,35,20,10,,,,,
2010,16,.4,5,15,22,28,15,9,4,2,,,,,
2010,18,.25,,,,,,,,,,,,,
2010,20,.7,5,10,15,20,30,20,,,,,,,
2010,22,.5,5,10,15,20,30,15,5,,,,,,
2010,23,.8,,3,10,15,25,20,15,10,2,,,,
2010,24,1,,,,10,30,50,10,,,,,,
2010,26,-1,50,20,15,10,5,,,,,,,,
2010,28,1.2,5,7,10,12,17,24,15,6,2,1,1,,
2010,29,.5,,10,20,30,40,,,,,,,,
2010,32,.1,12,14,20,25,17,8,3,1,,,,,
2010,33,.5,,,10,40,40,10,,,,,,,
2010,35,.2,,,20,70,10,,,,,,,,
2010,36,0,,10,30,40,20,,,,,,,,
2010,37,.5,,5,15,37.5,37.5,5,,,,,,,
2010,38,.7,,,,20,60,20,,,,,,,
2010,39,1,,,,15,40,40,5,,,,,,
2010,41,.5,,,20,30,50,,,,,,,,
2010,42,.6,,5,15,30,40,10,,,,,,,
2010,47,1.6,,,,,,35,30,20,10,5,,,
2010,48,,,,,,,,,,,,,,
2010,52,.2,5,10,22,30,19,10,2.5,1,.5,0,,,
2010,56,1.1,,,,,30,60,10,,,,,,
2010,57,.9,,,,,,,,,,,,,
2010,58,-.2,,,,,,,,,,,,,
2010,60,1.3,,,,10,30,40,20,,,,,,
2010,61,,,,,,,,,,,,,,
2010,65,.8,10,10,10,20,40,5,5,,,,,,
2010,67,.5,,5,10,20,35,20,10,,,,,,
2010,68,1,,,,10,70,20,,,,,,,
