INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,
2000Dec,1,1.9,,,,3,80,17,,,,
2000Dec,2,,,3,12,28,37,15,5,,,
2000Dec,3,1.8,,,,10,60,30,,,,
2000Dec,4,1.8,,,,,60,30,10,,,
2000Dec,5,1.6,,,,5,90,5,,,,
2000Dec,7,1.8,,,,,,,,,,
2000Dec,9,1.8,,,,,70,30,,,,
2000Dec,10,1.6,,,10,40,40,10,,,,
2000Dec,11,1.4,,,,30,70,,,,,
2000Dec,13,2.4,,,,,30,40,20,10,,
2000Dec,14,1.1,,,20,80,,,,,,
2000Dec,15,1.9,,,,,55,45,,,,
2000Dec,16,1.3,,2,18,40,30,8,1,1,,
2000Dec,23,1.6,,,,10,80,10,,,,
2000Dec,24,1.8,,,,15,50,35,,,,
2000Dec,26,1.6,,,,20,60,20,,,,
2000Dec,28,1.6,,,,30,50,20,,,,
2000Dec,29,1.6,,,,10,80,10,,,,
2000Dec,30,1.8,,,,,75,25,,,,
2000Dec,32,1.6,,,,20,60,20,,,,
2000Dec,33,2.2,,,,,8,80,12,,,
2000Dec,35,2,,,,5.26315789,26.31578947,36.84210526,21.05263158,10.52631579,,
2000Dec,36,2,,,5,15,50,30,,,,
2000Dec,37,1.8,,,,,60,40,,,,
2000Dec,38,1.9,,,,,50,50,,,,
2000Dec,39,1.6,,,,20,65,15,,,,
2000Dec,40,1.7,,,,10,60,20,10,,,
2000Dec,41,1.5,,,,50,50,,,,,
2000Dec,42,1.4,,,5,70,25,,,,,
2000Dec,44,,,,,,,,,,,
2000Dec,45,,,,,,,,,,,
2000Dec,46,1.05,1,10,35,39,14,1,,,,
2000Dec,47,1.6,,,,15,80,5,,,,
2000Dec,48,1.7,,,,20,50,30,,,,
2000Dec,49,1.6,,,10,35,45,10,,,,
2000Dec,50,1.3,,,,50,50,,,,,
2000Dec,53,1.6,,,,20,70,10,,,,
2000Dec,54,1.7,,,,35,60,5,,,,
2000Dec,55,1.6,.09165903,1.09990834,8.15765353,25.02291476,31.16406966,27.4060495,5.95783685,1.00824931,.09165903,
2000Dec,57,1.5,,,,15,80,5,,,,
2000Dec,61,1.7,,,,20,60,20,,,,
2000Dec,62,,,,,,,,,,,
2000Dec,64,1.7,1,1,7,18,44,17,8,2,2,
2000Dec,65,1.8,,,,,75,25,,,,
2000Dec,66,1.8,,,2,15,45,30,8,,,
2000Dec,67,1.8,,,,,100,,,,,
2000Dec,70,1.8,,,,30,40,25,5,,,
2000Dec,71,1.1,3,7,20,40,20,7,3,,,
2000Dec,72,1.2,4,10,15,25,20,15,7,3,1,
2000Dec,73,1.8,,,,,70,30,,,,
2000Dec,76,1.3,2.5,5,15,35,25,10,5,2.5,,
2000Dec,85,1.3,,,,,,,,,,
2000Dec,87,1.6,,,,30,60,10,,,,
2000Dec,89,1.8,,,,20,50,20,10,,,
2000Dec,90,1.4,,,,55,45,,,,,
2000Dec,91,1.1,,.6,33.2,61.4,4.8,,,,,
2000Dec,92,1.92,,1.36623165,5.44453507,15.21207178,26.05016313,27.35522023,17.6182708,6.95350734,,
2000Dec,93,,,,,,,,,,,
2000Dec,94,1.5,,,,30,60,10,,,,
2000Dec,95,1.6,,2,15,27,29,19,7,1,,
2001,1,1.8,,,,10,80,10,,,,
2001,2,1.8,,3,15,20,30,25,7,,,
2001,3,1.8,,,,10,60,30,,,,
2001,4,1.9,,,,,50,40,10,,,
2001,5,1.9,,,,10,85,5,,,,
2001,7,1.7,,,,,,,,,,
2001,9,1.7,,,,,70,30,,,,
2001,10,1.7,,,5,40,50,5,,,,
2001,11,1.5,,,,10,80,10,,,,
2001,13,2.4,,,,,30,40,20,10,,
2001,14,1.5,,,,50,50,,,,,
2001,15,1.8,,,,,70,30,,,,
2001,16,1.2,1,4,15,40,30,7,1,1,1,
2001,23,1.8,,,,,50,40,10,,,
2001,24,1.9,,,,10,40,40,10,,,
2001,26,1.7,,,,10,60,30,,,,
2001,28,1.6,,,,30,60,10,,,,
2001,29,1.7,,,,5,85,10,,,,
2001,30,1.8,,,,10,75,15,,,,
2001,32,1.8,,,5,20,50,20,5,,,
2001,33,2.2,,,,,10,80,10,,,
2001,35,,,,,,,,,,,
2001,36,1.9,,,,5,40,40,15,,,
2001,37,1.8,,,,,50,50,,,,
2001,38,1.8,,,,,80,20,,,,
2001,39,1.7,,,,5,65,30,,,,
2001,40,1.6,,,,15,60,20,5,,,
2001,41,1.4,,,,50,50,,,,,
2001,42,1.3,,,30,70,,,,,,
2001,44,2.1,,,5,10,10,40,25,10,,
2001,45,1.8,,,,25,75,,,,,
2001,46,1.1,3.03030303,13.13131313,27.27272727,31.31313131,18.18181818,6.06060606,1.01010101,,,
2001,47,1.6,,,,10,80,10,,,,
2001,48,1.7,,,,30,50,20,,,,
2001,49,1.6,,,,,,,,,,
2001,50,1.4,,,,50,50,,,,,
2001,53,1.6,,,,30,60,10,,,,
2001,54,1.5,,,,40,50,10,,,,
2001,55,1.7,.4995005,2.7972028,6.99300699,24.67532468,27.37262737,21.87812188,10.98901099,3.7962038,.999001,
2001,57,1.5,,,,45,50,5,,,,
2001,61,1.4,,,,40,40,20,,,,
2001,62,1.8,,,,10,70,20,,,,
2001,64,2,1,1,3,15,30,30,15,3,2,
2001,65,1.7,,,,10,75,15,,,,
2001,66,1.7,,,,20,55,25,,,,
2001,67,1.9,,,,,90,10,,,,
2001,70,1.8,,,,30,35,30,5,,,
2001,71,1.2,,5,10,30,40,10,5,,,
2001,72,1.7,5,8,12,20,25,15,7,5,3,
2001,73,2,,,,,75,25,,,,
2001,76,1.8,,2.5,5,20,30,25,10,5,2.5,
2001,85,1.5,,,,10.52631579,36.84210526,31.57894737,15.78947368,5.26315789,,
2001,87,1.6,,,,25,65,10,,,,
2001,89,1.9,,,,10,40,30,20,,,
2001,90,1.5,,,,,90,10,,,,
2001,91,1,2.3023023,13.61361361,34.13413413,34.13413413,13.61361361,2.1021021,.1001001,0,,
2001,92,1.9,0,3.13531353,7.76608911,16.53259076,24.13366337,24.13366337,16.53259076,7.76608911,,
2001,93,1.8,,,,,70,20,10,,,
2001,94,1.3,,,20,60,20,,,,,
2001,95,1.6,,.99009901,10.89108911,28.71287129,34.65346535,19.8019802,4.95049505,,,
2001Dec,1,1.8,,,,5,80,15,,,,
2001Dec,2,1.8,,5,10,20,30,25,10,,,
2001Dec,3,1.9,,,,10,50,40,,,,
2001Dec,4,1.9,,,,,50,35,15,,,
2001Dec,5,1.7,,,,10,80,10,,,,
2001Dec,7,1.6,,,,,,,,,,
2001Dec,9,1.6,,,,,80,20,,,,
2001Dec,10,1.7,,,5,40,50,5,,,,
2001Dec,11,1.5,,,,10,80,10,,,,
2001Dec,13,2.4,,,,,30,40,20,10,,
2001Dec,14,1.5,,,,50,50,,,,,
2001Dec,15,1.7,,,,,65,35,,,,
2001Dec,16,1.2,2,5,20,30,22,15,2,2,2,
2001Dec,23,2,,,,,30,60,10,,,
2001Dec,24,2,,,,10,40,40,10,,,
2001Dec,26,1.9,,,,20,60,20,,,,
2001Dec,28,1.6,,,15,20,50,10,5,,,
2001Dec,29,1.8,,,,,90,10,,,,
2001Dec,30,1.6,,,,15,75,10,,,,
2001Dec,32,2,,,,10,40,40,10,,,
2001Dec,33,2.2,,,,,,,,,,
2001Dec,35,,,,,,,,,,,
2001Dec,36,2.3,,,,5,30,50,15,,,
2001Dec,37,1.8,,,,,50,50,,,,
2001Dec,38,1.6,,,,10,80,10,,,,
2001Dec,39,1.9,,,,5,55,40,,,,
2001Dec,40,1.5,,,5,10,50,30,5,,,
2001Dec,41,1.6,,,,30,70,,,,,
2001Dec,42,1.7,,,,35,65,,,,,
2001Dec,44,,,,,,,,,,,
2001Dec,45,,,,,,,,,,,
2001Dec,46,1.2,6,12,22,26,20,10,3,1,,
2001Dec,47,1.6,,,,15,80,5,,,,
2001Dec,48,1.6,,,,30,50,20,,,,
2001Dec,49,1.6,,,5,40,40,10,5,,,
2001Dec,50,1.7,,,,25,75,,,,,
2001Dec,53,1.5,,,,30,60,10,,,,
2001Dec,54,1.4,,,,50,45,5,,,,
2001Dec,55,1.7,.5,2.8,7.4,24.5,27.4,21.8,10.9,3.7,1,
2001Dec,57,1.2,,,,50,50,,,,,
2001Dec,61,1.3,,,,40,40,20,,,,
2001Dec,62,,,,,,,,,,,
2001Dec,64,2,1,1,3,15,30,30,15,3,2,
2001Dec,65,1.5,,,,10,75,15,,,,
2001Dec,66,1.7,,,,30,50,20,,,,
2001Dec,67,1.9,,,,,90,10,,,,
2001Dec,70,2,,,10,20,30,30,10,,,
2001Dec,71,1.5,,5,10,20,30,20,10,5,,
2001Dec,72,2,5,5,8,10,20,17,15,10,10,
2001Dec,73,1.9,,,,,60,40,,,,
2001Dec,76,1.9,,2.5,10,15,25,20,15,10,2.5,
2001Dec,85,1.6,,,,,,,,,,
2001Dec,87,1.7,,,,15,70,15,,,,
2001Dec,89,1.9,,,,10,40,30,20,,,
2001Dec,90,1.5,,,,35,65,,,,,
2001Dec,91,1.2,,2.2022022,26.12612613,52.05205205,18.51851852,1.1011011,0,0,,
2001Dec,92,1.97,,4.72129784,7.46672213,17.05490849,21.36023295,22.31697171,17.23169717,9.84816972,,
2001Dec,93,,,,,,,,,,,
2001Dec,94,1.4,,,10,60,30,,,,,
2001Dec,95,1.7,,3,11,22,26,21,12,4,1,
2004,1,1.8,,,,5,60,30,5,,,
2004,2,1.5,,5,15,30,30,15,5,,,
2004,3,,,,,,,,,,,
2004,4,1.8,,,,70,30,,,,,
2004,5,1.8,,,,20,75,5,,,,
2004,7,,,,,,,,,,,
2004,9,1.5,,,,30,50,20,,,,
2004,10,1.5,,,13,33,33,21,,,,
2004,11,1.9,,,,,80,20,,,,
2004,13,2.2,,,,20,20,40,20,,,
2004,14,1.5,,,,30,70,,,,,
2004,15,1.7,,,,35,50,15,,,,
2004,16,1.3,3,10,20,20,20,10,7,5,5,
2004,23,2.5,,,,,10,40,40,10,,
2004,24,2,,,,10,40,40,10,,,
2004,26,1.7,,,,20,60,20,,,,
2004,28,,,,,,,,,,,
2004,29,,,,,,,,,,,
2004,30,1.5,,,,10,80,10,,,,
2004,32,,,,,,,,,,,
2004,33,2.3,,,,,10,80,10,,,
2004,35,,,,,,,,,,,
2004,36,2.2,,,,,20,50,30,,,
2004,37,2.2,,,,,30,50,20,,,
2004,38,1.9,,,,,90,10,,,,
2004,39,1.9,,,,5,50,40,5,,,
2004,40,1.7,,,5,20,40,20,15,,,
2004,41,1.5,,,,25,70,5,,,,
2004,42,1.5,,,,20,80,,,,,
2004,44,2.1,,,5,10,20,30,20,10,5,
2004,45,,,,,,,,,,,
2004,46,.74,33.66336634,10.89108911,10.89108911,10.89108911,9.9009901,7.92079208,5.94059406,3.96039604,5.94059406,
2004,47,,,,,,,,,,,
2004,48,1.7,,,,20,60,20,,,,
2004,49,1.5,,,9.09090909,18.18181818,45.45454545,18.18181818,9.09090909,,,
2004,50,1.5,,,,25,50,25,,,,
2004,53,2.4,,,,,,70,30,,,
2004,54,1.5,,,10,40,40,10,,,,
2004,55,1.8,5.3,7.6,13.1,18.3,19.7,19.1,8.3,5.6,3,
2004,57,,,,,,,,,,,
2004,61,1.8,,,,25,40,25,10,,,
2004,62,,,,,,,,,,,
2004,64,2.4,0,1,2,14,20,25,25,10,3,
2004,65,1.6,,,,30,60,10,,,,
2004,66,1.6,,,,40,50,10,,,,
2004,67,1.9,,,,,50,50,,,,
2004,70,,,,,,,,,,,
2004,71,1.5,,3,7,15,50,15,7,3,,
2004,72,2.3,6,6,8,12,17,18,13,8,12,
2004,73,2,,,,,25,50,25,,,
2004,76,,,,,,,,,,,
2004,85,1.6,,,,,,,,,,
2004,87,1.5,,5,10,40,30,10,5,,,
2004,89,1.8,,,5,20,50,20,5,,,
2004,90,2.1,,,,,5,90,5,,,
2004,91,1.1,.3003003,6.40640641,33.43343343,44.04404404,14.61461461,1.2012012,,,,
2004,92,2.2,,,,,,,,,,
2004,93,,,,,20,30,30,20,,,
2004,94,1.6,,,,20,50,30,,,,
2004,95,1.6,2.02020202,6.06060606,14.14141414,22.22222222,24.24242424,18.18181818,9.09090909,3.03030303,1.01010101,
2004Dec,1,1.8,,,,5,60,30,5,,,
2004Dec,2,1.5,,5,15,30,30,15,5,,,
2004Dec,3,,,,,,,,,,,
2004Dec,4,1.8,,,,70,30,,,,,
2004Dec,5,1.8,,,,20,75,5,,,,
2004Dec,7,,,,,,,,,,,
2004Dec,9,1.5,,,,30,50,20,,,,
2004Dec,10,1.5,,,13,33,33,21,,,,
2004Dec,11,1.9,,,,,80,20,,,,
2004Dec,13,2.2,,,,20,20,40,20,,,
2004Dec,14,1.5,,,,30,70,,,,,
2004Dec,15,,,,,,,,,,,
2004Dec,16,1.5,3,10,20,20,20,10,7,5,5,
2004Dec,23,2.5,,,,,10,40,40,10,,
2004Dec,24,2,,,,10,40,40,10,,,
2004Dec,26,1.7,,,,20,60,20,,,,
2004Dec,28,,,,,,,,,,,
2004Dec,29,,,,,,,,,,,
2004Dec,30,1.5,,,,10,80,10,,,,
2004Dec,32,,,,,,,,,,,
2004Dec,33,2.3,,,,,10,80,10,,,
2004Dec,35,,,,,,,,,,,
2004Dec,36,2.5,,,,,15,40,40,5,,
2004Dec,37,2,,,,,30,50,20,,,
2004Dec,38,1.9,,,,,90,10,,,,
2004Dec,39,2,,,,5,45,40,10,,,
2004Dec,40,,,,,,,,,,,
2004Dec,41,1.5,,,,25,70,5,,,,
2004Dec,42,1.5,,,,20,80,,,,,
2004Dec,44,,,,,,,,,,,
2004Dec,45,,,,,,,,,,,
2004Dec,46,.67,37,10,10,10,9,7,6,4,7,
2004Dec,47,,,,,,,,,,,
2004Dec,48,1.7,,,,20,60,20,,,,
2004Dec,49,1.5,,,,,,,,,,
2004Dec,50,,,,,,,,,,,
2004Dec,53,2.4,,,,,,70,30,,,
2004Dec,54,1.5,,,10,40,40,10,,,,
2004Dec,55,1.8,,,,,,,,,,
2004Dec,57,,,,,,,,,,,
2004Dec,61,,,,,,,,,,,
2004Dec,62,,,,,,,,,,,
2004Dec,64,2.4,0,1,2,14,20,25,25,10,3,
2004Dec,65,1.7,,,,30,60,10,,,,
2004Dec,66,1.6,,,,40,50,10,,,,
2004Dec,67,1.9,,,,,50,50,,,,
2004Dec,70,,,,,,,,,,,
2004Dec,71,1.5,,3,7,15,50,15,7,3,,
2004Dec,72,2.3,6,6,8,12,17,18,13,8,12,
2004Dec,73,,,,,,,,,,,
2004Dec,76,,,,,,,,,,,
2004Dec,85,,,,,,,,,,,
2004Dec,87,1.5,,5,10,40,30,10,5,,,
2004Dec,89,1.9,,,5,20,40,30,5,,,
2004Dec,90,2.2,,,,,5,80,15,,,
2004Dec,91,.9,,4.8,61.4,33.2,.6,,,,,
2004Dec,92,2.3,,,,,,,,,,
2004Dec,93,,,,,,,,,,,
2004Dec,94,1.7,,,,20,50,30,,,,
2004Dec,95,1.6,5,8,14,19,20,16,10,5,3,
,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0
2000,1,3,,,,,5,10,60,20,5,
2000,2,2.9,,,,5,10,20,35,20,10,
2000,3,2.9,,,,,,,70,30,,
2000,4,3.3,,,,,,,20,60,20,
2000,5,2.7,,,,,,30,55,15,,
2000,7,3.2,,,,,,,,,,
2000,9,3.25,,,,,,,20,70,10,
2000,10,,,,,,,,,,,
2000,11,3,,,,,,,20,80,,
2000,13,3.3,,,,,,5,25,50,20,
2000,14,2.8,,,,,,,70,30,,
2000,15,2.75,,,,,,15,70,15,,
2000,16,3.2,,,,,2,8,30,40,15,5
2000,23,3,,,,,,,40,50,10,
2000,24,3.2,,,,,,,20,50,30,
2000,26,3,,,,,,20,30,30,20,
2000,28,3,,,,,,,30,50,20,
2000,29,3,,,,,,,45,55,,
2000,30,3.1,,,,,,,40,60,,
2000,32,3,,,,,,5,40,45,10,
2000,33,2.7,,,,,,10,80,10,,
2000,35,3,,,,,,5,20,55,20,
2000,36,2.7,,,,,,25,65,10,,
2000,37,3,,,,,,,50,50,,
2000,38,3,,,,,,,50,50,,
2000,39,3.2,,,,,,,10,70,20,
2000,40,3,,,,,5,10,35,40,10,
2000,41,3.1,,,,,,,15,85,,
2000,42,3.1,,,,,,,20,75,5,
2000,44,2.9,,,5,5,5,10,20,30,20,5
2000,45,3.2,,,,,,,75,25,,
2000,46,2.11,,,1,8,32,40,17,2,,
2000,47,3.1,,,,,,5,50,40,5,
2000,48,3.5,,,,,,,10,40,50,
2000,49,3,,,,,,,20,60,20,
2000,50,3.3,,,,,,,,80,20,
2000,53,3,,,,,,,20,70,10,
2000,54,3.4,,,,,,,25,40,30,5
2000,55,3.2,,,,,,1.8,26.5,56.9,14.4,.4
2000,57,3.1,,,,,,,40,60,,
2000,61,3.2,,,,,,,40,60,,
2000,62,3,,,,,,,45,50,5,
2000,64,3.2,0,1,1,3,5,20,25,30,10,5
2000,65,3.2,,,,,,15,25,30,20,10
2000,66,3.1,,,,,,,25,60,15,
2000,67,2.8,,,,,,20,80,,,
2000,70,3.2,,,,,,5,30,55,10,
2000,71,3,,,,,3,7,15,50,15,10
2000,72,3.1,,,,,5,10,30,35,15,5
2000,73,3.9,,,,,,,,30,60,10
2000,76,3.5,,,,,2.5,7.5,10,20,35,25
2000,85,2.8,,,,,9.52380952,9.52380952,33.33333333,23.80952381,14.28571429,9.52380952
2000,87,3.2,,,,,,,15,65,20,
2000,89,3,,,,,5,10,30,40,15,
2000,90,3,,,,,,,45,55,,
2000,91,2.8,,,,,,6.7,77.5,15.8,,
2000,92,2.96,,,,,,,,,,
2000,93,3,,,,,,5,40,40,15,
2000,94,3.2,,,,,,,40,60,,
2000,95,3.2,,,,2.02020202,5.05050505,9.09090909,21.21212121,26.26262626,20.2020202,16.16161616
2000Q3,1,3,,,,,5,10,60,20,5,
2000Q3,2,3,,,,3,8,20,35,22,12,
2000Q3,3,2.9,,,,,,,70,30,,
2000Q3,4,3.4,,,,,,,20,50,30,
2000Q3,5,2.9,,,,,,5,60,30,5,
2000Q3,7,3.1,,,,,,,,,,
2000Q3,9,3.4,,,,,,,10,70,20,
2000Q3,10,,,,,,,,,,,
2000Q3,11,3,,,,,,,20,80,,
2000Q3,13,3.3,,,,,,5,25,50,20,
2000Q3,14,3,,,,,,,30,70,,
2000Q3,15,2.8,,,,,,,,,,
2000Q3,16,2.9,,1,1,1,2,5,40,30,15,5
2000Q3,23,3.2,,,,,,,30,50,20,
2000Q3,24,3.4,,,,,,,20,50,30,
2000Q3,26,3.1,,,,,,20,30,30,20,
2000Q3,28,3.1,,,,,,5,30,40,20,5
2000Q3,29,3.1,,,,,,,30,70,,
2000Q3,30,3.1,,,,,,,40,60,,
2000Q3,32,2.8,,,,,,15,45,30,10,
2000Q3,33,2.7,,,,,,10,80,10,,
2000Q3,35,2.8,,,,,,10,25,50,15,
2000Q3,36,2.9,,,,,,10,60,30,,
2000Q3,37,3.2,,,,,,,40,60,,
2000Q3,38,3,,,,,,,10,90,,
2000Q3,39,3.1,,,,,,,10,75,15,
2000Q3,40,3,,,,,5,15,35,35,10,
2000Q3,41,3,,,,,,,30,70,,
2000Q3,42,3,,,,,,,20,80,,
2000Q3,44,,,,,,,,,,,
2000Q3,45,,,,,,,,,,,
2000Q3,46,1.9,,,2,17,39,32,9,1,,
2000Q3,47,3,,,,,,5,50,40,5,
2000Q3,48,3.7,,,,,,,,30,50,20
2000Q3,49,3.1,,,,,,,,,,
2000Q3,50,3.2,,,,,,,,80,20,
2000Q3,53,3,,,,,,,10,70,20,
2000Q3,54,3.5,,,,,,,20,35,35,10
2000Q3,55,2.9,,,,.6993007,5.09490509,18.88111888,33.96603397,29.17082917,10.38961039,1.7982018
2000Q3,57,,,,,,,,30,70,,
2000Q3,61,3,,,,,,,50,50,,
2000Q3,62,,,,,,,,,,,
2000Q3,64,3.2,0,1,1,3,5,20,25,30,10,5
2000Q3,65,3.4,,,,,,10,35,40,15,
2000Q3,66,3,,,,,,,50,50,,
2000Q3,67,2.8,,,,,,20,80,,,
2000Q3,70,3.3,,,,,5,5,25,50,10,5
2000Q3,71,3,,,,,3,7,15,50,15,10
2000Q3,72,3,,,,,2,10,25,30,20,13
2000Q3,73,3.9,,,,,,,,5,70,25
2000Q3,76,3.6,,,,,2.5,7.5,12.5,20,27.5,30
2000Q3,85,2.2,,,,,,,,,,
2000Q3,87,3.3,,,,,,,15,70,15,
2000Q3,89,2.9,,,,,5,10,30,40,15,
2000Q3,90,3,,,,,,,25,65,10,
2000Q3,91,3.1,,,,.1,1.3,10.1,30.6,36.7,17.6,3.6
2000Q3,92,2.82,,,,,,,,,,
2000Q3,93,,,,,,,,,,,
2000Q3,94,3.1,,,,,,,50,50,,
2000Q3,95,3.3,,,1.98019802,3.96039604,5.94059406,10.89108911,16.83168317,18.81188119,17.82178218,23.76237624
2001,1,3,,,,,5,10,50,30,5,
2001,2,3.2,,,4,6,8,12,20,30,15,5
2001,3,2.9,,,,,,10,50,40,,
2001,4,3.2,,,,,,,20,60,20,
2001,5,2.8,,,,,,15,60,20,5,
2001,7,3,,,,,,,,,,
2001,9,3.1,,,,,,,30,70,,
2001,10,,,,,,,,,,,
2001,11,3.1,,,,,,,15,85,,
2001,13,3.1,,,,,5,5,30,30,20,10
2001,14,3,,,,,,,40,60,,
2001,15,2.75,,,,,,15,65,20,,
2001,16,3.1,,2,3,5,5,10,20,30,15,10
2001,23,2.8,,,,,,20,50,30,,
2001,24,3,,,,,,10,40,40,10,
2001,26,3.1,,,,,,20,30,30,20,
2001,28,3,,,,,,,40,40,20,
2001,29,,,,,,,,,,,
2001,30,2.8,,,,,,,60,40,,
2001,32,2.6,,,,,15,30,40,15,,
2001,33,2.8,,,,,,5,80,15,,
2001,35,2.8,,,,,,20,40,30,10,
2001,36,2.8,,,,,,20,55,25,,
2001,37,3,,,,,,,50,50,,
2001,38,2.8,,,,,,,60,40,,
2001,39,2.9,,,,,,,48,40,12,
2001,40,2.8,,,,,10,15,35,30,10,
2001,41,3,,,,,,,20,80,,
2001,42,3,,,,,,,40,60,,
2001,44,3.1,,,,5,5,5,20,35,25,5
2001,45,3,,,,,,,75,25,,
2001,46,1.97,,.99009901,3.96039604,15.84158416,30.69306931,29.7029703,14.85148515,3.96039604,,
2001,47,3,,,,,,5,50,40,5,
2001,48,3.1,,,,,,,30,50,20,
2001,49,3,,,,,5,5,20,40,20,10
2001,50,3.1,,,,,,,50,50,,
2001,53,3.2,,,,,,,10,70,20,
2001,54,2.9,,,,,,5,40,30,20,5
2001,55,2.8,,,.1,1.3,7.8,23.2,34.9,24.8,7,.9
2001,57,3,,,,,,,50,50,,
2001,61,2.7,,,,,,15,50,35,,
2001,62,3,,,,,,,45,50,5,
2001,64,3,0,1,1,3,5,20,25,30,10,5
2001,65,2.9,,,,,5,5,50,20,20,
2001,66,2.6,,,,,10,20,50,20,,
2001,67,2.8,,,,,,20,80,,,
2001,70,3.3,,,,,,5,25,60,10,
2001,71,2.9,,,,,3,7,15,50,15,10
2001,72,3,,,,2,6,12,25,30,15,10
2001,73,3.6,,,,,,,,20,70,10
2001,76,3.6,,,,,5,10,15,20,30,20
2001,85,2.5,,,,,15,20,25,15,15,10
2001,87,2.9,,,,,,10,40,30,15,5
2001,89,3,,,,,5,10,35,35,15,
2001,90,3,,,,,,,25,60,15,
2001,91,2.7,,,,,,2.3,97.6,.1,,
2001,92,2.58,,,,,,,,,,
2001,93,3,,,,,,5,40,40,15,
2001,94,2.7,,,,,,20,60,20,,
2001,95,3.1,,,,4,8,16,19,19,16,18
2001Q3,1,3,,,,,5,10,50,30,5,
2001Q3,2,3.2,,,4,6,8,12,20,30,15,5
2001Q3,3,2.9,,,,,,10,50,40,,
2001Q3,4,3.2,,,,,,,20,60,20,
2001Q3,5,2.6,,,,,,2,65,30,3,
2001Q3,7,2.7,,,,,,,,,,
2001Q3,9,3,,,,,,,40,60,,
2001Q3,10,,,,,,,,,,,
2001Q3,11,3,,,,,,,20,80,,
2001Q3,13,3.1,,,,,5,5,30,30,20,10
2001Q3,14,2.5,,,,,,20,80,,,
2001Q3,15,2.6,,,,,,,,,,
