INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN2_0,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,
2010,60,1.6,,,,,,5,10,40,40,5,,,,,,,,,,,,
2010,61,,,,,,,,,,,,,,,,,,,,,,,
2010,65,1,,,,,,,20,50,30,,,,,,,,,,,,,
2010,70,.9,,,,,,15,70,15,,,,,,,,,,,,,,
2010,72,1.5,,,,,,,,,,,,,,,,,,,,,,
2010,82,1.2,,,,,,,6,54,30,10,,,,,,,,,,,,
2010,85,1,0,.111111,.563343,2.314936,6.79182,14.23169,21.3042,22.7863,17.4127,9.5066,3.7074,1.0324,.2052,.0323,,,,,,,,
2010,88,1.5,,,,,,10,20,30,30,10,,,,,,,,,,,,
2010,90,1.3,,,,,,,30,50,20,,,,,,,,,,,,,
2010,93,2,,,,,,,,15,20,65,,,,,,,,,,,,
2010,94,.9,,,,,2,16,40,35,5,2,,,,,,,,,,,,
2010,95,1.2,,,1,4,8,15,21,31,15,5,,,,,,,,,,,,
2010,96,1.7,,,,,,,5,25,50,15,5,,,,,,,,,,,
2010,98,.9,,,,5,10,15,25,35,10,,,,,,,,,,,,,
2010,101,2.2,,,,,,,,20,30,50,,,,,,,,,,,,
2010,102,1.4,,,,,,5,25,55,15,,,,,,,,,,,,,
2010,103,1.7,,,,,,5,15,30,35,10,5,,,,,,,,,,,
2010,107,,,,,,.00009927,.02285015,1.19214106,14.62545581,44.04007023,33.45870593,6.36527404,.29229122,.00311229,,,,,,,,,
2010,108,2.4474,,,,,,,,.66,12,46.59,40.75,,,,,,,,,,,
2010Mar,1,1.3,,,,1,4,15,20,25,25,10,,,,,,,,,,,,
2010Mar,3,1,,,,,10,10,40,40,,,,,,,,,,,,,,
2010Mar,4,.8,,,,,,30,40,30,,,,,,,,,,,,,,
2010Mar,5,.9,,,,,10,20,40,20,10,,,,,,,,,,,,,
2010Mar,7,1.1,,,,,,,,,,,,,,,,,,,,,,
2010Mar,8,1.4,,,,,4,15,21,25,21,9,5,,,,,,,,,,,
2010Mar,10,.8,.00945094,.07697228,2.59546376,6.41113957,12.26069332,22.13551074,24.88459224,18.78338873,10.06666485,2.38104681,.186785,.18766609,.01928237,.0013433,,,,,,,,
2010Mar,14,.4,,,,,,,,,,,,,,,,,,,,,,
2010Mar,15,1.2,,,,,,5,20,40,25,10,,,,,,,,,,,,
2010Mar,16,1,,,1,4,6,11,20,23,17,10,5,2,1,,,,,,,,,
2010Mar,19,.4,,,,,,,,,,,,,,,,,,,,,,
2010Mar,20,.7,,,,,10,30,40,15,5,,,,,,,,,,,,,
2010Mar,22,1.4,,,,5,10,15,20,35,10,5,,,,,,,,,,,,
2010Mar,23,1.5,,,,,5,10,15,20,25,20,5,,,,,,,,,,,
2010Mar,24,1.5,,,,,,15,20,45,15,5,,,,,,,,,,,,
2010Mar,26,.9,,,,2.5,7.5,20,25,30,15,,,,,,,,,,,,,
2010Mar,29,.7,,,,,,,30,50,20,,,,,,,,,,,,,
2010Mar,31,1,,,,,,10,30,50,10,,,,,,,,,,,,,
2010Mar,32,-.3,4,7,11,19,20,18,11,6,4,,,,,,,,,,,,,
2010Mar,33,2,,,,,,,,10,40,40,10,,,,,,,,,,,
2010Mar,35,,,,,,,,,,,,,,,,,,,,,,,
2010Mar,36,,,,,10,20,30,25,15,,,,,,,,,,,,,,
2010Mar,37,1.3,,,,,,5,20,55,20,,,,,,,,,,,,,
2010Mar,38,1.3,,,,,,,10,60,30,,,,,,,,,,,,,
2010Mar,39,.9,,,,,10,20,30,25,10,5,,,,,,,,,,,,
2010Mar,41,1,,,,,,,,,,,,,,,,,,,,,,
2010Mar,42,1.1,,,,,,,20,50,30,,,,,,,,,,,,,
2010Mar,47,1.3,,,0,5,7,10,18,25,18,12,5,,,,,,,,,,,
2010Mar,52,.4,,,,,20,50,20,10,,,,,,,,,,,,,,
2010Mar,54,1.8,,,,,,5,10,20,30,20,10,5,,,,,,,,,,
2010Mar,56,1.8,,,,,,,,10,60,30,,,,,,,,,,,,
2010Mar,57,,,,,,,,,,,,,,,,,,,,,,,
2010Mar,58,,,,,,,,,,,,,,,,,,,,,,,
2010Mar,60,1.8,,,,,,,10,30,60,,,,,,,,,,,,,
2010Mar,61,,,,,,,,,,,,,,,,,,,,,,,
2010Mar,65,.8,,,,,,,,,,,,,,,,,,,,,,
2010Mar,70,1.1,,,,,,,35,65,,,,,,,,,,,,,,
2010Mar,72,.9,,,,,,,,,,,,,,,,,,,,,,
2010Mar,82,1.3,,,,,,,6,54,30,10,,,,,,,,,,,,
2010Mar,85,1.1,0,.134996,.590379,2.219945,6.17577,12.71381,19.3719,21.8493,18.2408,11.2724,5.1557,1.7449,.4369,.0932,,,,,,,,
2010Mar,88,1.3,,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2010Mar,90,1.4,,,,,,,15,60,25,,,,,,,,,,,,,
2010Mar,93,1.8,,,,,,,5,20,30,45,,,,,,,,,,,,
2010Mar,94,1,,,,,,8,30,50,10,2,,,,,,,,,,,,
2010Mar,95,1.4,,,,,3,5,14,32,26,16,3,1,,,,,,,,,,
2010Mar,96,1.7,,,,,,,5,25,55,15,,,,,,,,,,,,
2010Mar,98,1,,,,,15,25,35,20,5,,,,,,,,,,,,,
2010Mar,101,2.2,,,,,,,,20,40,40,,,,,,,,,,,,
2010Mar,102,.56,,,,,,10,20,60,10,,,,,,,,,,,,,
2010Mar,103,1.5,,,,,,5,15,30,35,10,5,,,,,,,,,,,
2010Mar,107,,,,,,.00008094,.01282438,.58703477,7.93003929,32.43756397,40.98399652,16.05653565,1.92256887,.06935561,,,,,,,,,
2010Mar,108,2.3134,,,,,,,,5.74,15,50.99,28.27,,,,,,,,,,,
2011Mar,1,1.8,,,2,3,5,10,15,20,20,15,10,,,,,,,,,,,
2011Mar,3,1.4,,,,,,5,30,30,30,5,,,,,,,,,,,,
2011Mar,4,1.5,,,,,,,20,40,40,,,,,,,,,,,,,
2011Mar,5,1.5,,,,,,10,20,25,40,5,,,,,,,,,,,,
2011Mar,7,.8,,,,,,,,,,,,,,,,,,,,,,
2011Mar,8,1.5,,,,2,5,7,12,20,22,16,10,5,1,,,,,,,,,
2011Mar,10,1.7,.00004048,.00069441,.01155501,.12270683,1.34653396,6.28425343,14.06750066,23.56054906,26.1116968,18.09665917,8.10549875,1.80727909,.34944353,.13558882,,,,,,,,
2011Mar,14,1.5,,,,,,,,,,,,,,,,,,,,,,
2011Mar,15,2,,,,,,,5,15,35,40,5,,,,,,,,,,,
2011Mar,16,1.8,,,1,3,5,8,10,16,23,16,12,3,2,1,,,,,,,,
2011Mar,19,2.4,,,,,,,,,,,,,,,,,,,,,,
2011Mar,20,1.2,,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2011Mar,22,1.5,,,,,5,10,15,30,35,5,,,,,,,,,,,,
2011Mar,23,1.6,,,,,1,5,15,20,25,18,15,1,,,,,,,,,,
2011Mar,24,2.2,,,,,,,,5,20,45,20,10,,,,,,,,,,
2011Mar,26,1.3,,,,2.5,5,12.5,25,32.5,17.5,5,,,,,,,,,,,,
2011Mar,29,1.3,,,,,,,,40,50,10,,,,,,,,,,,,
2011Mar,31,2.3,,,,,,,10,20,30,30,10,,,,,,,,,,,
2011Mar,32,1.1,,,1,4,8,13,18,20,16,12,6,2,,,,,,,,,,
2011Mar,33,2.2,,,,,,,,10,20,40,20,10,,,,,,,,,,
2011Mar,35,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,36,,,,,,,,,5,15,20,30,15,10,5,,,,,,,,
2011Mar,37,1.4,,,,,,,20,40,30,10,,,,,,,,,,,,
2011Mar,38,1.6,,,,,,,,20,60,20,,,,,,,,,,,,
2011Mar,39,1.5,,,,,,5,15,25,30,20,5,,,,,,,,,,,
2011Mar,41,1.8,,,,,,,,,,,,,,,,,,,,,,
2011Mar,42,1.8,,,,,,,,15,50,35,,,,,,,,,,,,
2011Mar,47,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,52,0,,,,10,40,45,5,,,,,,,,,,,,,,,
2011Mar,54,1.8,,,,,,5,10,15,20,30,15,5,,,,,,,,,,
2011Mar,56,1.8,,,,,,,,10,60,30,,,,,,,,,,,,
2011Mar,57,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,58,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,60,1.5,,,,,,5,10,40,45,,,,,,,,,,,,,
2011Mar,61,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,65,1.8,,,,,,,,,,,,,,,,,,,,,,
2011Mar,70,1.2,,,,,,,15,65,20,,,,,,,,,,,,,
2011Mar,72,1.8,,,,,,,,,,,,,,,,,,,,,,
2011Mar,82,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,85,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,88,2.4,,,,,,2.5,7.5,15,20,22.5,17.5,10,5,,,,,,,,,
2011Mar,90,1.5,,,,,,,10,30,50,10,,,,,,,,,,,,
2011Mar,93,2,,,,,,,,10,25,65,,,,,,,,,,,,
2011Mar,94,1.4,,,,,,8,12,35,35,6,4,,,,,,,,,,,
2011Mar,95,1.1,,,,,2,6,25,40,15,8,3,1,,,,,,,,,,
2011Mar,96,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,98,1.2,,,,5,10,15,20,20,15,10,5,,,,,,,,,,,
2011Mar,101,,,,,,,,,,,,,,,,,,,,,,,
2011Mar,102,,,,,,,,5,10,60,20,5,,,,,,,,,,,
2011Mar,103,2,,,,,,5,10,15,20,30,15,5,,,,,,,,,,
2011Mar,107,,,,,,.00221315,.1568947,3.31616208,21.32874069,42.69663458,26.88764243,5.28793932,.31803676,.00573629,,,,,,,,,
2011Mar,108,2.4251,,,,,,,,3.5,15,51.23,30.27,,,,,,,,,,,
2013,1,2,,,,,1,2,6,17,24,20,15,10,4,1,,,,,,,,
2013,3,2,,,,,,,,,,,,,,,,,,,,,,
2013,4,2.2,,,,,,,,,50,50,,,,,,,,,,,,
2013,5,1.8,,,,,,,10,30,50,10,,,,,,,,,,,,
2013,7,2,,,,,,,,,,,,,,,,,,,,,,
2013,8,2.1,,,,,2,3,9,17,21,23,17,5,2,1,,,,,,,,
2013,10,2,.00000483,.00010573,.00227519,.03131233,.27979149,1.61850496,6.12373154,15.07139285,24.1621558,25.24097104,17.18215457,7.6196313,2.20003203,.46793634,,,,,,,,
2013,14,1.6,,,,,,,,,,,,,,,,,,,,,,
2013,15,1.8,,,,,,5,5,25,30,25,5,5,,,,,,,,,,
2013,16,2.2,,,,1,4,7,9,11,16,18,13,12,8,1,,,,,,,,
2013,19,2.5,,,,,,,,,,,,,,,,,,,,,,
2013,20,2.2,,,,,,,5,10,20,30,20,10,5,,,,,,,,,
2013,22,1.7,,,,,,,5,20,60,10,5,,,,,,,,,,,
2013,23,2,,,,,,5,10,15,20,20,15,10,5,,,,,,,,,
2013,24,1.9,,,,,,,5,10,40,30,10,5,,,,,,,,,,
2013,26,1.8,,,,,,5,15,25,25,20,10,,,,,,,,,,,
2013,29,2,,,,,,,,,50,50,,,,,,,,,,,,
2013,31,1.8,,,,,,,10,25,30,25,10,,,,,,,,,,,
2013,32,2,,,,,,,,,,,,,,,,,,,,,,
2013,33,2,,,,,,,5,15,30,30,15,5,,,,,,,,,,
2013,35,,,,,,,,,,,,,,,,,,,,,,,
2013,36,,,,,,,,,5,20,30,25,10,5,5,,,,,,,,
2013,37,2,,,,,,,,,20,60,18,2,,,,,,,,,,
2013,38,1.8,,,,,,,,10,60,30,,,,,,,,,,,,
2013,39,2,,,,,,,5,15,30,30,15,5,,,,,,,,,,
2013,41,2,,,,,,,,,,,,,,,,,,,,,,
2013,42,1.8,,,,,,,5,10,45,35,5,,,,,,,,,,,
2013,47,,,,,,,,,,,,,,,,,,,,,,,
2013,52,3.5,,,,,,,,,,,10,20,50,20,,,,,,,,
2013,54,2,,,,,,,5,15,30,30,15,5,,,,,,,,,,
2013,56,2,,,,,,,,,20,60,20,,,,,,,,,,,
2013,57,,,,,,,,,,,,,,,,,,,,,,,
2013,58,-1,,,,,,,,,,,,,,,,,,,,,,
2013,60,1.9,,,,,,,5,20,40,30,5,,,,,,,,,,,
2013,61,,,,,,,,,,,,,,,,,,,,,,,
2013,65,2,,,,,,,,,,,,,,,,,,,,,,
2013,70,1.8,,,,,,,,35,65,,,,,,,,,,,,,
2013,72,2,,,,,,,,,,,,,,,,,,,,,,
2013,82,,,,,,,,,,60,40,,,,,,,,,,,,
2013,85,,,,,,,,,,,,,,,,,,,,,,,
2013,88,1.9,,,,,,5,7.5,22.5,30,17.5,10,5,2.5,,,,,,,,,
2013,90,1.9,,,,,,,,10,70,20,,,,,,,,,,,,
2013,93,2,,,,,,,,,45,45,10,,,,,,,,,,,
2013,94,1.6,,,,,2,8,10,20,27.5,17.5,7.5,5,2.5,,,,,,,,,
2013,95,1.8,,,,,,3,10,16,24,22,16,9,,,,,,,,,,
2013,96,,,,,,,,,,,,,,,,,,,,,,,
2013,98,2.1,,,,,,,,10,30,35,15,10,,,,,,,,,,
2013,101,,,,,,,,,,,,,,,,,,,,,,,
2013,102,,,,,,5,15,35,30,10,5,,,,,,,,,,,,
2013,103,2.1,,,,,,,5,10,30,35,15,5,,,,,,,,,,
2013,107,,,,,,.00028422,.03299815,1.13043624,11.66656706,37.16971432,37.16971432,11.66656706,1.13043624,.03328239,,,,,,,,,
2013,108,2.4714,,,,,,,,,10,58.67,31.33,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN6_0,FN6_0TN5_6,FN5_5TN5_1,FN5_0TN4_6,FN4_5TN4_1,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0
2009,1,-3,,,,2,3,20,25,25,20,3,2,,,,,,,,,,,
2009,3,-2.5,,,,,,,10,30,40,20,,,,,,,,,,,,
2009,4,-3,,,,,,20,30,30,20,,,,,,,,,,,,,
2009,5,-3.8,,,,,15,50,20,15,,,,,,,,,,,,,,
2009,7,-4.5,,,,,,,,,,,,,,,,,,,,,,
2009,8,-3.6,,,10,15,20,25,22,8,,,,,,,,,,,,,,
2009,10,-3.8192624,7.29974458,5.12885556,8.16818588,10.71051821,12.58007761,13.23568618,12.47382689,10.53035214,7.96295474,5.39380087,3.27266298,1.77864301,.86587416,.37710777,.14777048,.05171184,.01620978,.00455145,.00114475,.0002579,.00005205,.00001117
2009,14,-4.7,,10,20,30,30,10,,,,,,,,,,,,,,,,
2009,15,-3.5,,,5,5,10,20,25,20,10,5,,,,,,,,,,,,
2009,16,-3.9,1,2,8,13,17,22,15,10,8,3,1,,,,,,,,,,,
2009,19,-4,,5,10,12.5,17.5,17.5,12.5,10,5,5,5,,,,,,,,,,,
2009,20,-3.5,,,,5,15,30,40,10,,,,,,,,,,,,,,
2009,22,-3.5,,,,,10,30,40,15,5,,,,,,,,,,,,,
2009,23,-4.5,,1,5,15,25,23,15,10,5,1,,,,,,,,,,,,
2009,24,-4.5,,5,15,25,30,15,5,5,,,,,,,,,,,,,,
2009,26,-5,15,10,25,25,10,10,5,,,,,,,,,,,,,,,
2009,29,-3,,,,,,,40,60,,,,,,,,,,,,,,
2009,31,-3.5,,,,10,20,30,30,10,,,,,,,,,,,,,,
2009,32,-3.3,1,2,4,6,10,15,17,15,10,8,6,3,2,1,,,,,,,,
2009,33,-4,,,,20,30,30,20,,,,,,,,,,,,,,,
2009,35,-4,,5,5,10,30,30,10,5,5,,,,,,,,,,,,,
2009,36,,,,,,,5,15,30,25,15,5,5,,,,,,,,,,
2009,37,-3.5,,,,5,9,38,38,10,,,,,,,,,,,,,,
2009,38,-3.7,,,,,,50,30,20,,,,,,,,,,,,,,
2009,39,-3.3,,,,10,15,25,30,15,5,,,,,,,,,,,,,
2009,41,-3.1,,,,,,,80,20,,,,,,,,,,,,,,
2009,42,-3.2,,,,,5,35,45,15,,,,,,,,,,,,,,
2009,47,-3.1,0,1,4,6,8,10,20,18,15,10,5,2,1,,,,,,,,,
2009,52,-3.7,,,,10,30,50,10,,,,,,,,,,,,,,,
2009,54,-3.1,,,,2.5,15,20,30,20,10,2.5,,,,,,,,,,,,
2009,56,-3,,,,,,,35,60,5,,,,,,,,,,,,,
2009,57,-2.4,,,,,,,,,,,,,,,,,,,,,,
2009,58,-4,,,,,,,,,,,,,,,,,,,,,,
2009,60,-3.2,,,,,5,30,45,20,,,,,,,,,,,,,,
2009,61,-2.9,,,,,,5,20,35,30,10,,,,,,,,,,,,
2009,65,-3.4,,,,10,20,20,30,10,10,,,,,,,,,,,,,
2009,70,-3.6,,,,15,30,55,,,,,,,,,,,,,,,,
2009,72,-2.4,,,,,,,,,,,,,,,,,,,,,,
2009,82,-3.2,,,,,,10,60,30,,,,,,,,,,,,,,
2009,85,-3.2,.00000107,.00007836,.00715779,.24828077,3.337492,17.59239,36.7408,30.5669,10.1166,1.3216,.0674,.0013,0,0,0,0,0,0,0,0,.00000001,0
2009,88,-2.3,,,,,2.5,10,25,30,20,10,2.5,,,,,,,,,,,
2009,90,-3.2,,,,10,20,30,40,,,,,,,,,,,,,,,
2009,93,-3.7,,,,,15,50,30,5,,,,,,,,,,,,,,
2009,94,-3.4,,,,6,10,20,40,15,9,,,,,,,,,,,,,
2009,95,-3.2,,,,,9,23,43,18,7,,,,,,,,,,,,,
2009,96,-3.5,,,,,5,40,50,5,,,,,,,,,,,,,,
2009,98,-3.3,,,5,10,15,20,25,15,10,,,,,,,,,,,,,
2009,101,-2.2,,,,,,,5,30,65,,,,,,,,,,,,,
2009,102,-3.26,,,,,10,30,55,5,,,,,,,,,,,,,,
2009,103,-2.3,,,,,5,10,15,30,35,5,,,,,,,,,,,,
2009,107,-2.8,.000001,.00010207,.0050536,.12172421,1.43324725,8.29031318,23.66357703,33.43819828,23.41821441,8.11901021,1.38894806,.11671952,.00479443,.0000958,0,.00000092,.00000003,,,,,
2009,108,-2.7685,0,0,0,0,0,0,7.91,54.59,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2009Q4,1,-2,,,,1,2,3,10,15,17,17,15,10,5,3,2,,,,,,,
2009Q4,3,-1.5,,,,,,,,,10,30,30,30,,,,,,,,,,
2009Q4,4,-1.5,,,,,,20,30,30,20,,,,,,,,,,,,,
2009Q4,5,-2.5,,,,,,,10,25,40,20,5,,,,,,,,,,,
2009Q4,7,-3.9,,,,,,,,,,,,,,,,,,,,,,
2009Q4,8,-2.6,,,,5,9,12,19,25,21,7,2,,,,,,,,,,,
2009Q4,10,-3.11182052,2.70862873,2.49467394,4.61248937,7.06752698,9.70036459,11.92607975,13.13396548,12.95639635,11.4489039,9.06214933,6.42521961,4.08067791,2.32145122,1.18136141,.54085353,.22117655,.08101769,.02658303,.00781294,.00205689,.00048506,.00012574
2009Q4,14,-4.3,,,,,,,,,,,,,,,,,,,,,,
2009Q4,15,-2.6,,,,,,5,20,35,20,15,5,,,,,,,,,,,
2009Q4,16,-3,1,2,3,6,8,11,15,20,13,9,8,3,1,,,,,,,,,
2009Q4,19,-3.1,,,,,,,,,,,,,,,,,,,,,,
2009Q4,20,-2.8,,,,,5,15,30,40,10,,,,,,,,,,,,,
2009Q4,22,-2.1,,,,,,5,10,30,35,15,5,,,,,,,,,,,
2009Q4,23,-3.8,,,5,10,20,25,20,15,5,,,,,,,,,,,,,
2009Q4,24,.5,,,,,,,,,,,5,10,15,20,20,15,10,5,,,,
2009Q4,26,-4.8,5,10,20,30,20,10,5,,,,,,,,,,,,,,,
2009Q4,29,.2,,,,,,,,,,,,,30,50,20,,,,,,,
2009Q4,31,1,,,,,,,,,,,,,10,20,30,30,10,,,,,
2009Q4,32,-.3,,,,,,1,1,2,3,7,9,12,15,14,12,10,7,3,2,1,1,
2009Q4,33,0,,,,,,,,,,,,10,20,40,20,10,,,,,,
2009Q4,35,,,,,,,,,,,,,,,,,,,,,,,
2009Q4,36,,,,,,,,,,,,,5,10,30,25,15,10,5,,,,
2009Q4,37,-2.3,,,,,,5,10,15,45,16,7,2,,,,,,,,,,
2009Q4,38,-2.5,,,,,,,,20,60,20,,,,,,,,,,,,
2009Q4,39,-2,,,,,,,,20,30,30,20,,,,,,,,,,,
2009Q4,41,-2,,,,,,,,,,,,,,,,,,,,,,
2009Q4,42,-2,,,,,,,15,20,25,35,5,,,,,,,,,,,
2009Q4,47,-1.6,,,,2,5,7,10,12,15,20,15,8,5,1,0,0,0,0,,,,
