INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN2_0,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,
2010,89,1.2,,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2010,90,1.4,,,,,,,20,50,30,,,,,,,,,,,,,
2010,91,1.8,,,,,,5,15,30,30,15,5,,,,,,,,,,,
2010,93,1.7,,,,,,,,10,75,15,,,,,,,,,,,,
2010,94,.9,,,,2.5,5,17.5,30,25,15,5,,,,,,,,,,,,
2010,95,1.6717851,,,,,,,4,17,35,28,11,5,,,,,,,,,,
2010,96,1.6,,,,,,,5,25,50,15,5,,,,,,,,,,,
2010,97,.9,,,,,,,,,,,,,,,,,,,,,,
2010,98,.9,,,,,5,20,25,30,15,5,,,,,,,,,,,,
2010,99,1,,,,,,,20,80,,,,,,,,,,,,,,
2010,101,1.2,,,,,,10,40,45,5,,,,,,,,,,,,,
2010,102,1.3,,,,,2,5,10,65,15,3,,,,,,,,,,,,
2010,103,1.5,,,,,,5,15,30,30,15,5,,,,,,,,,,,
2010,104,1,,,,,,,20,40,20,20,,,,,,,,,,,,
2010,106,1,,,,,,10,25,50,15,,,,,,,,,,,,,
2010,107,1.4,,,,.02,.45,4.3,18.16,30.75,30.89,13.34,1.88,.2,.01,,,,,,,,,
2010,108,.971,,.39,3.33,6.72,10.12,13.51,16.91,17.6,13.75,9.82,5.89,1.96,,,,,,,,,,
2010Sep,1,1.2,,,,5,10,12,15,25,18,10,5,,,,,,,,,,,
2010Sep,3,.9,,,,,,20,50,30,,,,,,,,,,,,,,
2010Sep,4,1.2,,,,,5,10,10,60,10,5,,,,,,,,,,,,
2010Sep,5,1.4,,,,,,5,20,50,20,5,,,,,,,,,,,,
2010Sep,7,.7,,,,,,,,,,,,,,,,,,,,,,
2010Sep,8,1.4,,,,,3,10,20,28,25,10,4,,,,,,,,,,,
2010Sep,10,1.6,,,.02,.19,1.18,4.85,13.03,22.75,25.89,19.2,9.28,2.92,.6,.09,,,,,,,,
2010Sep,14,1,,,,,,,,,,,,,,,,,,,,,,
2010Sep,15,1.5,,,,,,10,15,30,35,5,5,,,,,,,,,,,
2010Sep,16,1.2,,,1,4,7,13,17,22,16,12,5,2,1,,,,,,,,,
2010Sep,20,1.1,,,,,,15,30,40,15,,,,,,,,,,,,,
2010Sep,22,1.5,,,,,,5,10,30,40,15,,,,,,,,,,,,
2010Sep,23,1.3,,,,,1,10,16,25,22,15,10,1,,,,,,,,,,
2010Sep,29,1.3,,,,,,10,20,60,10,,,,,,,,,,,,,
2010Sep,31,1.2,,,,,,10,20,40,20,10,,,,,,,,,,,,
2010Sep,33,1.2,,,,,,,20,60,20,,,,,,,,,,,,,
2010Sep,35,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,37,1.3,,,,,,2,10,48,38,2,,,,,,,,,,,,
2010Sep,38,1.3,,,,,,,20,60,20,,,,,,,,,,,,,
2010Sep,39,1.8,,,,,,5,10,30,45,10,,,,,,,,,,,,
2010Sep,40,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,41,1.3,,,,,,,,,,,,,,,,,,,,,,
2010Sep,42,1.5,,,,,,,5,40,50,5,,,,,,,,,,,,
2010Sep,48,1.3,0,0,0,0,5,5,10,45,35,0,0,0,0,0,,,,,,,,
2010Sep,49,1.2,,,,2.5,2.5,5,20,50,10,5,2.5,2.5,,,,,,,,,,
2010Sep,50,1.2,,,,,,,,50,50,,,,,,,,,,,,,
2010Sep,52,.9,.2,.5,1.8,4.6,8.4,11.4,27,23,10,7.3,3.9,1.4,.4,.1,,,,,,,,
2010Sep,54,1.8,,,,,,5,10,30,40,15,,,,,,,,,,,,
2010Sep,57,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,58,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,59,1.2,,,,,,10,30,45,15,,,,,,,,,,,,,
2010Sep,61,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,63,1.2,,,,,,,30,60,10,,,,,,,,,,,,,
2010Sep,65,1.4,,,,,,,,,,,,,,,,,,,,,,
2010Sep,68,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,70,.8,,,,,,10,70,20,,,,,,,,,,,,,,
2010Sep,73,1.2,,,,,,,,,,,,,,,,,,,,,,
2010Sep,82,1.3,,,,,,,,,,,,,,,,,,,,,,
2010Sep,84,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,88,1.5,,,,,2.5,5,10,20,25,20,10,5,2.5,,,,,,,,,
2010Sep,89,1.35,,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2010Sep,90,1.6,,,,,,,10,30,50,10,,,,,,,,,,,,
2010Sep,91,2.1,,,,,,,5,5,40,40,5,5,,,,,,,,,,
2010Sep,93,1.7,,,,,,,,10,75,15,,,,,,,,,,,,
2010Sep,94,.4,,,,5,17.5,35,22.5,10,7.5,2.5,,,,,,,,,,,,
2010Sep,95,1.53538602,,,,,,1,5,16,33,26,12,6,1,,,,,,,,,
2010Sep,96,1.7,,,,,,,5,25,50,15,5,,,,,,,,,,,
2010Sep,97,.9,,,,,,,,,,,,,,,,,,,,,,
2010Sep,98,.9,,,,,5,20,25,30,15,5,,,,,,,,,,,,
2010Sep,99,,,,,,,,,,,,,,,,,,,,,,,
2010Sep,101,1,,,,,,5,40,45,10,,,,,,,,,,,,,
2010Sep,102,1.5,,,,,,1.5,7.5,25,45,15,5,1,,,,,,,,,,
2010Sep,103,1.7,,,,,,5,10,20,35,20,10,,,,,,,,,,,
2010Sep,104,1.2,,,,,,5,20,40,20,10,5,,,,,,,,,,,
2010Sep,106,1,,,,,,10,25,30,25,10,,,,,,,,,,,,
2010Sep,107,1.6,,.02,.14,.72,2.66,7.17,14.19,18.36,22.08,19.15,9.11,4.54,1.44,.42,,,,,,,,
2010Sep,108,1.2,,.14,2.48,5.58,8.68,11.78,14.88,17.43,15.01,11.39,7.76,4.13,.74,,,,,,,,,
2011,1,1.5,,,,,2,8,18,25,25,12,8,2,,,,,,,,,,
2011,3,1.3,,,,,,20,30,30,20,,,,,,,,,,,,,
2011,4,1.5,,,,,5,10,10,10,45,10,10,,,,,,,,,,,
2011,5,1.7,,,,,,,10,30,50,10,,,,,,,,,,,,
2011,7,1,,,,,,,,,,,,,,,,,,,,,,
2011,8,1.8,,,,1,3,6,12,18,24,21,10,4,1,,,,,,,,,
2011,10,2,,.02,.1,.42,1.48,4.03,8.62,14.42,18.88,19.36,15.54,9.76,4.8,2.57,,,,,,,,
2011,14,1.1,,,,,,,,,,,,,,,,,,,,,,
2011,15,1.6,,,,,,5,10,30,40,15,,,,,,,,,,,,
2011,16,1.2,,,1,4,7,13,17,22,16,12,5,2,1,,,,,,,,,
2011,20,1.4,,,,,,10,20,30,25,10,5,,,,,,,,,,,
2011,22,1.7,,,,,5,5,10,20,45,15,,,,,,,,,,,,
2011,23,1.8,,,,,1,10,14,20,30,20,5,,,,,,,,,,,
2011,29,1.9,,,,,,,,30,40,30,,,,,,,,,,,,
2011,31,2,,,,,,,10,20,40,25,5,,,,,,,,,,,
2011,33,2,,,,,,,,20,30,30,20,,,,,,,,,,,
2011,35,,,,,,,,,,,,,,,,,,,,,,,
2011,37,2,,,,,,,2,22,50,21,5,,,,,,,,,,,
2011,38,2,,,,,,,,,20,60,20,,,,,,,,,,,
2011,39,1.5,,,,,,,15,35,40,10,,,,,,,,,,,,
2011,40,,,,,,,,,,,,,,,,,,,,,,,
2011,41,1.7,,,,,,,,20,60,20,,,,,,,,,,,,
2011,42,1.9,,,,,,,,10,45,35,10,,,,,,,,,,,
2011,48,,,,,,,,,,,,,,,,,,,,,,,
2011,49,,,,,,,,,,,,,,,,,,,,,,,
2011,50,,,,,,,,,,,,,,,,,,,,,,,
2011,52,.8,0,0,2,5,7,24.4,33,18,9.8,.6,.2,,,,,,,,,,,
2011,54,1.9,,,,,,5,10,30,40,15,,,,,,,,,,,,
2011,57,1.7,,,,,,,,,,,,,,,,,,,,,,
2011,58,1,,,,,,,,,,,,,,,,,,,,,,
2011,59,1.6,,,,,,,10,30,50,10,,,,,,,,,,,,
2011,61,,,,,,,,,,,,,,,,,,,,,,,
2011,63,1.7,,,,,,,10,30,45,10,5,,,,,,,,,,,
2011,65,1.6,,,,,,,15,20,30,20,15,,,,,,,,,,,
2011,68,1.3,,,,,,,20,50,30,,,,,,,,,,,,,
2011,70,.8,,,,,,20,55,25,,,,,,,,,,,,,,
2011,73,1,,,,,20,20,30,20,10,,,,,,,,,,,,,
2011,82,1.7,,,,,,,,,,,,,,,,,,,,,,
2011,84,1.8,,,,,1,3,12,20,25,20,12,5,2,,,,,,,,,
2011,88,1.7,,,,,2.5,5,10,20,25,20,10,5,2.5,,,,,,,,,
2011,89,1.6,,,,,2.5,5,7.5,20,30,20,10,5,,,,,,,,,,
2011,90,1.6,,,,,,,,10,60,30,,,,,,,,,,,,
2011,91,2,,,,,,,5,5,40,40,5,5,,,,,,,,,,
2011,93,2,,,,,,,,5,40,55,,,,,,,,,,,,
2011,94,1.1,,,,2,8,12,20,25,15,10,6,2,,,,,,,,,,
2011,95,1.803287431,,,,,,3,7,11,31,26,13,7,2,,,,,,,,,
2011,96,,,,,,,,,,,,,,,,,,,,,,,
2011,97,1.3,,,,,,,,,,,,,,,,,,,,,,
2011,98,1.1,,,,5,7.5,12.5,17.5,25,17.5,10,5,,,,,,,,,,,
2011,99,1.5,,,,,,,,30,60,10,,,,,,,,,,,,
2011,101,2,,,,,,,,20,30,45,5,,,,,,,,,,,
2011,102,,,,,,,,,,,,,,,,,,,,,,,
2011,103,2.1,,,,,,2.5,5,15,30,35,10,2.5,,,,,,,,,,
2011,104,1.6,,,,,,,,20,40,30,10,,,,,,,,,,,
2011,106,1.8,,,,,,10,15,25,35,10,5,,,,,,,,,,,
2011,107,1.6,,,,.05,.59,3.73,13.19,23.22,29.87,21.23,6.31,1.6,.19,.02,,,,,,,,
2011,108,.8327,,.05,2.7,6.8,10.89,14.99,19,17.79,13.41,9.03,4.65,.69,,,,,,,,,,
2011Sep,1,1.7,,,,,,3,6,20,24,20,15,8,4,,,,,,,,,
2011Sep,3,1.4,,,,,,,40,40,20,,,,,,,,,,,,,
2011Sep,4,1.7,,,,,5,5,10,10,50,10,10,0,,,,,,,,,,
2011Sep,5,1.6,,,,,,5,10,20,40,20,5,,,,,,,,,,,
2011Sep,7,1,,,,,,,,,,,,,,,,,,,,,,
2011Sep,8,1.9,,,,1,3,6,11,18,22,20,10,4,3,2,,,,,,,,
2011Sep,10,2.1,,.01,.07,.32,1.18,3.36,7.55,13.27,18.25,19.65,16.56,10.93,5.64,3.21,,,,,,,,
2011Sep,14,1.3,,,,,,,,,,,,,,,,,,,,,,
2011Sep,15,1.5,,,,,,10,15,30,35,5,5,,,,,,,,,,,
2011Sep,16,1.3,,,1,4,7,13,17,22,16,12,5,2,1,,,,,,,,,
2011Sep,20,1.5,,,,,,10,20,30,25,10,5,,,,,,,,,,,
2011Sep,22,1.8,,,,,,5,10,20,40,20,5,,,,,,,,,,,
2011Sep,23,1.8,,,,,,3,10,15,25,20,15,10,2,,,,,,,,,
2011Sep,29,1.9,,,,,,,,30,40,30,,,,,,,,,,,,
2011Sep,31,2,,,,,,,,10,20,45,25,,,,,,,,,,,
2011Sep,33,2.2,,,,,,,,10,20,40,20,10,,,,,,,,,,
2011Sep,35,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,37,2.1,,,,,,,2,5,40,48,5,,,,,,,,,,,
2011Sep,38,2.2,,,,,,,,,20,60,20,,,,,,,,,,,
2011Sep,39,1.5,,,,,,5,20,30,35,10,,,,,,,,,,,,
2011Sep,40,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,41,1.8,,,,,,,,,,,,,,,,,,,,,,
2011Sep,42,2,,,,,,,,5,40,45,10,,,,,,,,,,,
2011Sep,48,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,49,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,50,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,52,.7,.3,.8,3,4,13,21,25.3,15.6,9,4,3,1,0,,,,,,,,,
2011Sep,54,1.9,,,,,,5,10,30,40,15,,,,,,,,,,,,
2011Sep,57,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,58,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,59,1.6,,,,,,,10,30,50,10,,,,,,,,,,,,
2011Sep,61,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,63,1.8,,,,,,,5,35,45,10,5,,,,,,,,,,,
2011Sep,65,1.8,,,,,,,,,,,,,,,,,,,,,,
2011Sep,68,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,70,1,,,,,,,40,60,,,,,,,,,,,,,,
2011Sep,73,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,82,1.7,,,,,,,,,,,,,,,,,,,,,,
2011Sep,84,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,88,1.65,,,,,2.5,7.5,12.5,17.5,20,17.5,12.5,7.5,2.5,,,,,,,,,
2011Sep,89,1.6,,,,,2.5,5,7.5,20,30,20,10,5,,,,,,,,,,
2011Sep,90,1.5,,,,,,,10,30,50,10,,,,,,,,,,,,
2011Sep,91,2,,,,,,,5,5,40,40,5,5,,,,,,,,,,
2011Sep,93,2,,,,,,,,5,40,55,,,,,,,,,,,,
2011Sep,94,1.7,,,,,2,4,10,16,36,18,10,4,,,,,,,,,,
2011Sep,95,1.83715186,,,,,,2,7,14,29,25,14,8,1,,,,,,,,,
2011Sep,96,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,97,1.3,,,,,,,,,,,,,,,,,,,,,,
2011Sep,98,1.2,,,,5,7.5,12.5,17.5,25,17.5,10,5,,,,,,,,,,,
2011Sep,99,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,101,2,,,,,,,,20,30,45,5,,,,,,,,,,,
2011Sep,102,,,,,,,,,,,,,,,,,,,,,,,
2011Sep,103,2.1,,,,,,2.5,5,15,30,35,10,2.5,,,,,,,,,,
2011Sep,104,1.7,,,,,,,10,20,40,20,10,,,,,,,,,,,
2011Sep,106,1.5,,,,,,,10,25,30,25,10,,,,,,,,,,,
2011Sep,107,1.6,.01,.04,.23,.98,3.14,7.64,14.07,17.53,20.9,18.59,9.36,5.08,1.82,.61,,,,,,,,
2011Sep,108,.88,,.03,2.48,6.48,10.49,14.48,18.48,18.01,13.75,9.48,5.21,1.11,,,,,,,,,,
2014,1,1.8,,,,,1,2,6,17,24,20,15,10,4,1,,,,,,,,
2014,3,2,,,,,,,,20,50,30,,,,,,,,,,,,
2014,4,1.8,,,,,,5,10,10,50,10,10,5,,,,,,,,,,
2014,5,1.8,,,,,,,20,20,40,20,,,,,,,,,,,,
2014,7,2,,,,,,,,,,,,,,,,,,,,,,
2014,8,2,,,,,1,2,9,17,23,25,15,5,2,1,,,,,,,,
2014,10,2,,,,.03,.28,1.62,6.12,15.07,24.16,25.24,17.18,7.62,2.2,.48,,,,,,,,
2014,14,1.6,,,,,,,,,,,,,,,,,,,,,,
2014,15,1.8,,,,,,5,5,25,30,25,5,5,,,,,,,,,,
2014,16,2.1,,2,3,5,6,7,9,10,14,16,11,10,6,1,,,,,,,,
2014,20,2,,,,,,,10,20,30,30,10,,,,,,,,,,,
2014,22,1.7,,,,,,,5,25,50,15,5,,,,,,,,,,,
2014,23,2.2,,,,,,1,5,13,20,27,20,13,1,,,,,,,,,
2014,29,2.2,,,,,,,,,25,50,25,,,,,,,,,,,
2014,31,2.5,,,,,,,,10,20,40,25,5,,,,,,,,,,
2014,33,2,,,,,,,,20,30,30,20,,,,,,,,,,,
2014,35,,,,,,,,,,,,,,,,,,,,,,,
2014,37,2.2,,,,,,,2,8,20,40,20,8,2,,,,,,,,,
2014,38,,,,,,,,,,,,,,,,,,,,,,,
2014,39,1.5,,,,,,,5,25,30,30,10,,,,,,,,,,,
2014,40,,,,,,,,,,,,,,,,,,,,,,,
2014,41,2.2,,,,,,,,,,,,,,,,,,,,,,
2014,42,1.8,,,,,,,5,15,45,30,5,,,,,,,,,,,
2014,48,1,0,0,0,0,10,10,20,40,20,,,,,,,,,,,,,
2014,49,2,,,,,,,,,50,50,,,,,,,,,,,,
2014,50,1.5,,,,,,,,,,,,,,,,,,,,,,
2014,52,2,,,0,0,1,3.9,8.3,13,20.4,24,13,9.4,4.6,2.4,,,,,,,,
2014,54,2,,,,,,5,10,15,30,30,10,,,,,,,,,,,
2014,57,,,,,,,,,,,,,,,,,,,,,,,
2014,58,1.7,,,,,,,,,,,,,,,,,,,,,,
2014,59,2,,,,,,,,,20,60,20,,,,,,,,,,,
2014,61,,,,,,,,,,,,,,,,,,,,,,,
2014,63,1.9,,,,,,,,5,80,10,5,,,,,,,,,,,
2014,65,2,,,,,,,,,,,,,,,,,,,,,,
2014,68,1.9,,,,,,,,20,30,30,20,,,,,,,,,,,
2014,70,1.8,,,,,,,,,90,10,,,,,,,,,,,,
2014,73,,,,,,,,,,,,,,,,,,,,,,,
2014,82,1.9,,,,,,,,,,,,,,,,,,,,,,
2014,84,2,,,,,1,3,10,17,25,25,14,3,2,,,,,,,,,
2014,88,1.9,,,,,2.5,7.5,12.5,17.5,20,17.5,12.5,7.5,2.5,,,,,,,,,
2014,89,2,,,,,2.5,5,7.5,15,20,20,15,7.5,5,2.5,,,,,,,,
2014,90,1.8,,,,,,,,10,50,40,,,,,,,,,,,,
2014,91,2,,,,,,,5,5,40,40,5,5,,,,,,,,,,
2014,93,2,,,,,,,,,45,45,10,,,,,,,,,,,
2014,94,1.6,,,,,2.5,7.5,10,17.5,30,17.5,7.5,5,2.5,,,,,,,,,
2014,95,1.8,,,,,,3,10,16,24,22,16,9,,,,,,,,,,
2014,96,,,,,,,,,,,,,,,,,,,,,,,
2014,97,1.9,,,,,,,,,,,,,,,,,,,,,,
2014,98,2.1,,,,,,,,10,30,35,15,10,,,,,,,,,,
2014,99,2.2,,,,,,,,,25,50,25,,,,,,,,,,,
2014,101,,,,,,,,,,,,,,,,,,,,,,,
2014,102,2,,,,,.5,2,5,15,27.5,32.5,10,5,2,.5,,,,,,,,
2014,103,2.1,,,,,,,5,10,30,35,15,5,,,,,,,,,,
2014,104,2,,,,,,,,15,30,40,15,,,,,,,,,,,
2014,106,1.9,,,,,,,5,25,30,25,15,,,,,,,,,,,
2014,107,1.8,,,,.02,.24,1.92,8.53,18.63,29.87,26.94,10.15,3.19,.48,.03,,,,,,,,
2014,108,2.021,,,,.12,2.52,5.93,9.34,12.75,16.16,17.56,14.18,10.6,7.02,3.82,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN6_0,FN6_0TN5_6,FN5_5TN5_1,FN5_0TN4_6,FN4_5TN4_1,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0
2009,1,-4.5,,2,5,40,40,10,2,1,,,,,,,,,,,,,,
2009,3,-4,,,,,40,50,10,,,,,,,,,,,,,,,
2009,4,-3.5,,,,,10,30,55,5,,,,,,,,,,,,,,
2009,5,-4,,,,,20,60,20,,,,,,,,,,,,,,,
2009,7,-4,,,,,,,,,,,,,,,,,,,,,,
2009,8,-4,,,,,40,60,,,,,,,,,,,,,,,,
2009,10,-3.675,.88,2.16,5.42,10.62,16.3,19.59,18.43,13.57,7.82,3.53,1.25,.34,.07,.01,.01,,,,,,,
2009,14,-4,,,,,50,50,,,,,,,,,,,,,,,,
2009,15,-3.9,,,,,30,50,15,5,,,,,,,,,,,,,,
2009,16,-3.8,,1,2,5,15,44,22,5,5,1,,,,,,,,,,,,
2009,20,-4,,,,,40,50,10,,,,,,,,,,,,,,,
2009,22,-4,,,,,50,50,,,,,,,,,,,,,,,,
2009,23,-3.8,,,,,20,50,30,,,,,,,,,,,,,,,
2009,29,-3.9,,,,,30,50,20,,,,,,,,,,,,,,,
